Hora;G solar;;Fact;0,907407407
14;7,496518226;;;
15;7,473744074;;;
16;7,451985869;;;
17;7,168536572;;;
18;5,829094718;;;
19;1,248357661;;;
20;0,050356837;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,070526777;;;
8;0,646942258;;;
9;0,953055646;;;
10;0,953394295;;;
11;0,919190736;;;
12;0,788480649;;;
13;0,866107489;;;
14;1,00232909;;;
15;1,032807509;;;
16;0,630983419;;;
17;1,130761761;;;
18;3,56031507;;;
19;1,030436965;;;
20;0,045978104;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,120833948;;;
8;2,567565232;;;
9;3,713977099;;;
10;4,856917813;;;
11;7,465193184;;;
12;7,584228343;;;
13;7,462653315;;;
14;7,402119789;;;
15;7,399156609;;;
16;7,242954712;;;
17;6,794752627;;;
18;5,168474985;;;
19;1,050417262;;;
20;0,040224456;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,109768588;;;
8;3,363729267;;;
9;6,605278456;;;
10;7,386626592;;;
11;7,552987963;;;
12;7,547061604;;;
13;7,435222738;;;
14;7,369186164;;;
15;7,344464779;;;
16;7,21907995;;;
17;6,927926386;;;
18;5,365060788;;;
19;1,008170787;;;
20;0,028716313;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,106094246;;;
8;3,52238637;;;
9;6,799493715;;;
10;7,473659411;;;
11;7,585921588;;;
12;7,479247121;;;
13;7,373080628;;;
14;7,307806014;;;
15;7,289010989;;;
16;7,269200017;;;
17;7,019954279;;;
18;5,48460392;;;
19;0,936885151;;;
20;0,023762723;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,087629403;;;
8;3,355178377;;;
9;6,615353266;;;
10;7,306790067;;;
11;7,440048488;;;
12;7,41295656;;;
13;7,272925157;;;
