Hora;G solar;;;1
11;7,551132986;;;
12;7,175663622;;;
13;6,894922289;;;
14;6,909527932;;;
15;7,115467506;;;
16;7,33528244;;;
17;3,79059709;;;
18;0,214624364;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,402244288;;;
9;3,862686373;;;
10;5,701223911;;;
11;6,989754646;;;
12;7,060174712;;;
13;6,863624481;;;
14;6,892105486;;;
15;7,086256219;;;
16;7,29960294;;;
17;3,544700649;;;
18;0,224806584;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,466603012;;;
9;5,120023626;;;
10;7,468193796;;;
11;7,345506391;;;
12;7,071337597;;;
13;6,816573444;;;
14;6,848497208;;;
15;7,10169647;;;
16;7,254638423;;;
17;3,29953449;;;
18;0,219579851;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,380158468;;;
9;4,383168912;;;
10;6,494101701;;;
11;6,33928188;;;
12;6,760446043;;;
13;6,574328414;;;
14;6,731443408;;;
15;6,992571448;;;
16;7,088342739;;;
17;2,998658234;;;
18;0,228614484;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,223450346;;;
9;1,890820175;;;
10;2,194408908;;;
11;2,008291279;;;
12;2,220803392;;;
13;3,010342749;;;
14;3,036424255;;;
15;1,886125504;;;
16;1,624580159;;;
17;0,949173474;;;
18;0,329831594;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,09639168;;;
9;0,564126981;;;
10;0,586880487;;;
11;0,580047132;;;
12;1,389533625;;;
13;1,895097542;;;
14;2,843108131;;;
15;2,413597886;;;
16;3,625031688;;;
17;0,982140497;;;
18;0,308882928;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,312388282;;;
9;4,110669334;;;
10;6,722888674;;;
11;6,85945144;;;
12;6,649443152;;;
13;6,420030223;;;
14;6,486485901;;;
15;6,587473493;;;
16;6,033189323;;;
17;1,989825573;;;
18;0,267048192;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,242489846;;;
9;2,573112378;;;
10;4,549673247;;;
11;3,899617786;;;
12;3,714439092;;;
13;4,149269964;;;
14;4,278634235;;;
15;4,372527657;;;
16;4,054437607;;;
17;1,573043103;;;
18;0,303009373;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,325335142;;;
9;4,538927667;;;
10;7,277798801;;;
11;6,986520539;;;
12;6,581735562;;;
13;6,388002134;;;
14;6,549603146;;;
15;6,828988241;;;
16;6,853609183;;;
17;2,115955737;;;
18;0,207290245;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,233037908;;;
9;3,699833448;;;
10;6,815008554;;;
11;6,006273208;;;
12;5,127743752;;;
13;4,778773198;;;
14;4,31681756;;;
15;3,618563475;;;
16;2,422256946;;;
17;0,92057771;;;
18;0,245306648;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,26964591;;;
9;4,527660456;;;
10;7,240032779;;;
11;6,984851322;;;
12;6,301202881;;;
13;6,265627706;;;
14;6,328953603;;;
15;6,586012929;;;
16;6,69962397;;;
17;1,75290117;;;
18;0,134616736;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,416954257;;;
10;1,003151759;;;
11;0,726865147;;;
12;1,58702279;;;
13;1,713361607;;;
14;1,181611857;;;
15;0,943456407;;;
16;0,477651139;;;
17;0,335329575;;;
18;0,189826068;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,273944142;;;
10;0,606483347;;;
11;0,761741337;;;
12;0,615038081;;;
13;0,605221002;;;
14;0,675849721;;;
15;0,567256761;;;
16;0,420125768;;;
17;0,501437472;;;
18;0,226527964;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,49232981;;;
10;1,142385272;;;
11;1,340187415;;;
12;1,70407659;;;
13;1,659112074;;;
14;1,532981909;;;
15;0,987461125;;;
16;0,731434627;;;
17;0,516710802;;;
18;0,104915117;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,540611895;;;
10;1,669336024;;;
11;1,598915957;;;
12;4,086048392;;;
13;4,035345944;;;
14;4,442426094;;;
15;3,078676295;;;
16;3,483982902;;;
17;1,158138502;;;
18;0,220800465;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,508698564;;;
10;1,655043359;;;
11;1,148957811;;;
12;1,307742021;;;
13;1,645758342;;;
14;1,628961852;;;
15;3,133447458;;;
16;5,032702743;;;
17;1,139985773;;;
18;0,186957103;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,115107769;;;
9;3,132195546;;;
10;5,1046877;;;
11;4,247962383;;;
12;2,903512899;;;
13;3,350236938;;;
14;5,099680051;;;
15;6,023695654;;;
16;5,976540291;;;
17;1,097107777;;;
18;0,172215835;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,060275054;;;
9;0,789992825;;;
10;1,128092606;;;
11;1,390055255;;;
12;1,215935119;;;
13;1,814557851;;;
14;1,955085006;;;
15;1,886960112;;;
16;1,512951313;;;
17;0,556552911;;;
18;0,181386093;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,061084624;;;
9;2,292892675;;;
10;4,934427628;;;
11;5,731374132;;;
12;5,731478458;;;
13;5,547030046;;;
14;5,051377102;;;
15;5,099888703;;;
16;3,84912399;;;
17;0,846203687;;;
18;0,207697116;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,090798762;;;
9;3,149513666;;;
10;5,774356455;;;
11;5,690582657;;;
12;6,035588821;;;
13;5,925003235;;;
14;5,990311326;;;
15;6,19781579;;;
16;5,997927126;;;
17;0,915841309;;;
18;0,166874343;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,090188455;;;
9;3,663006361;;;
10;6,879169059;;;
11;6,739580838;;;
12;6,267922879;;;
13;5,949624177;;;
14;6,014201986;;;
15;6,161406007;;;
16;6,311218179;;;
17;0,759456597;;;
18;0,121795067;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,092336528;;;
9;3,6567468;;;
10;6,949067496;;;
11;6,733321276;;;
12;6,273765136;;;
13;5,950354459;;;
14;6,024008632;;;
15;6,336778055;;;
16;6,33876025;;;
17;0,674639539;;;
18;0,0989581;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,0737425;;;
9;3,381847724;;;
10;6,738433251;;;
11;6,644852807;;;
12;6,185505319;;;
13;5,845298152;;;
14;5,925629191;;;
15;6,227653033;;;
16;6,206370524;;;
17;0,617395849;;;
18;0,096673361;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,060685055;;;
9;3,430567978;;;
10;6,789553004;;;
11;6,649025848;;;
12;6,176324629;;;
13;5,812644106;;;
14;5,883794455;;;
15;6,200736919;;;
16;6,047273336;;;
17;0,613306269;;;
18;0,09691331;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,050271231;;;
9;3,202928591;;;
10;6,577249543;;;
11;6,463325524;;;
12;6,049777161;;;
13;5,692669177;;;
14;5,80544561;;;
15;6,095054655;;;
16;5,831214138;;;
17;0,582728311;;;
18;0,090537947;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,412614295;;;
10;1,36971168;;;
11;1,721499036;;;
12;1,926812654;;;
13;3,285659129;;;
14;3,722785174;;;
15;3,222333232;;;
16;0,817409704;;;
17;0,463702749;;;
18;0,139718278;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,421144411;;;
10;2,39774033;;;
11;2,520427736;;;
12;2,867416095;;;
13;3,963465313;;;
14;3,79111872;;;
15;3,800925366;;;
16;2,885360171;;;
17;0,406918094;;;
18;0,132154642;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,044362205;;;
9;2,086848776;;;
10;5,432584397;;;
11;6,202510461;;;
12;5,324502635;;;
13;5,455431796;;;
14;5,718020401;;;
15;6,04007484;;;
16;5,689748048;;;
17;0,505224507;;;
18;0,085460399;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,184324334;;;
10;2,291745089;;;
11;2,674204297;;;
12;3,647774762;;;
13;4,533815692;;;
14;4,588899833;;;
15;2,925004061;;;
16;1,762812142;;;
17;0,593421728;;;
18;0,086820811;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,044294393;;;
9;1,158242828;;;
10;0,833434181;;;
11;1,479984289;;;
12;3,032668518;;;
13;3,122493226;;;
14;1,696669443;;;
15;2,135360378;;;
16;4,377743958;;;
17;0,515761435;;;
18;0,080085523;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;2,668153387;;;
10;5,815878213;;;
11;6,522269728;;;
12;5,492467535;;;
13;2,931159296;;;
14;3,337717815;;;
15;4,106391967;;;
16;3,974210894;;;
17;0,525025586;;;
18;0,071686234;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;3,052073159;;;
10;6,876769561;;;
11;6,604165657;;;
12;6,075128385;;;
13;5,716872815;;;
14;5,820572884;;;
15;6,191869207;;;
16;5,695277328;;;
17;0,353471871;;;
18;0,052631086;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;2,923752148;;;
10;6,820329181;;;
11;6,529885527;;;
12;5,984886373;;;
13;5,620371242;;;
14;5,72354968;;;
15;6,072833212;;;
16;5,549325219;;;
17;0,322998239;;;
18;0,052441212;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,800578163;;;
10;1,958527765;;;
11;1,836049012;;;
12;2,582606047;;;
13;2,434671743;;;
14;2,809515151;;;
15;3,93258481;;;
16;1,686654144;;;
17;0,563699244;;;
18;0,069385845;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,44751135;;;
10;2,034685763;;;
11;3,843490384;;;
12;1,119746524;;;
13;1,503770622;;;
14;3,546578517;;;
15;2,369467978;;;
16;1,303673306;;;
17;0,533987192;;;
18;0,094336458;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,721186058;;;
10;4,890506371;;;
11;4,082292656;;;
12;3,656642474;;;
13;3,113416862;;;
14;1,505544165;;;
15;2,189401258;;;
16;1,224698506;;;
17;0,582384035;;;
18;0,071944963;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;2,09644677;;;
10;5,779364104;;;
11;5,744206233;;;
12;5,583544155;;;
13;5,055758795;;;
14;4,809340724;;;
15;3,76722806;;;
16;3,07961523;;;
17;0,584783534;;;
18;0,060546301;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;2,262429476;;;
10;6,157754596;;;
11;6,112164123;;;
12;5,683384161;;;
13;5,316991161;;;
14;5,411823518;;;
15;5,733982283;;;
16;4,906781231;;;
17;0,383163058;;;
18;0,049514867;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,248895464;;;
10;0,364321778;;;
11;0,446457657;;;
12;0,57498732;;;
13;0,761386629;;;
14;0,723036382;;;
15;0,450328153;;;
16;0,349528347;;;
17;0,262979477;;;
18;0,105311555;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,168606155;;;
10;0,251774862;;;
11;0,349653538;;;
12;1,071443575;;;
13;0,728972533;;;
14;0,485997221;;;
15;0,415973593;;;
16;2,013716232;;;
17;0,507269297;;;
18;0,08030565;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,332533638;;;
10;0,725248094;;;
11;3,55753275;;;
12;5,363624894;;;
13;3,96669942;;;
14;1,044631786;;;
15;0,543105287;;;
16;0,156890342;;;
17;0,40782573;;;
18;0,078968191;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,309738401;;;
10;0,946137586;;;
11;1,608722603;;;
12;2,00432689;;;
13;2,33660528;;;
14;1,546752945;;;
15;0,769002428;;;
16;0,417788865;;;
17;0,53229711;;;
18;-0,01;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,921276695;;;
10;3,085457487;;;
11;4,570121148;;;
12;5,680880336;;;
13;5,277764576;;;
14;5,368006587;;;
15;5,720211248;;;
16;4,740902851;;;
17;0,292743692;;;
18;0,063929594;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,404869551;;;
10;5,388976118;;;
11;5,61202516;;;
12;4,863381605;;;
13;4,472680641;;;
14;2,99824093;;;
15;2,209640507;;;
16;1,087927087;;;
17;0,459613169;;;
18;0,085466659;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,521718451;;;
10;2,143497807;;;
11;2,130770032;;;
12;1,925143437;;;
13;3,64808774;;;
14;3,473654626;;;
15;2,588761282;;;
16;0,848728377;;;
17;0,502637222;;;
18;0,095723994;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,56256209;;;
10;1,810489136;;;
11;2,244172422;;;
12;2,463152748;;;
13;2,679942228;;;
14;2,685575833;;;
15;2,434880395;;;
16;1,396210491;;;
17;0,563417564;;;
18;0,079318726;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,883531539;;;
10;2,767054459;;;
11;2,665753889;;;
12;1,490729869;;;
13;2,535972313;;;
14;3,665614512;;;
15;4,768027618;;;
16;1,20279004;;;
17;0,459634034;;;
18;0,088092545;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,85263685;;;
10;6,318312349;;;
11;6,241528394;;;
12;5,694755698;;;
13;5,295812978;;;
14;5,387202576;;;
15;5,742641343;;;
16;4,646800777;;;
17;0,254862912;;;
18;0,056512014;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,880804877;;;
10;6,409806273;;;
11;6,253525887;;;
12;5,678272186;;;
13;5,276199685;;;
14;5,384385773;;;
15;5,770079088;;;
16;4,62729181;;;
17;0,238921896;;;
18;0,054576766;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,585666552;;;
10;5,825371881;;;
11;5,923229692;;;
12;5,553706912;;;
13;5,183662501;;;
14;5,274426143;;;
15;5,595332996;;;
16;4,377118002;;;
17;0,336424999;;;
18;0,080588374;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,125509074;;;
10;2,16102458;;;
11;4,238990345;;;
12;3,233183138;;;
13;3,876457408;;;
14;2,095716488;;;
15;2,04397078;;;
16;1,45922341;;;
17;0,558555971;;;
18;-0,01;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,22178113;;;
10;1,175978252;;;
11;0,949695104;;;
12;1,188393049;;;
13;0,810305102;;;
14;0,489377384;;;
15;0,482095427;;;
16;1,223446593;;;
17;0,463212417;;;
18;-0,01;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,785412912;;;
10;1,605384171;;;
11;2,415267103;;;
12;2,338900452;;;
13;2,212144332;;;
14;1,160120696;;;
15;0,50098887;;;
16;0,532714415;;;
17;0,374837841;;;
18;0,060521263;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;1,485930872;;;
10;5,874196461;;;
11;5,720732878;;;
12;3,033503127;;;
13;2,849576345;;;
14;2,709570819;;;
15;0,815594431;;;
16;0,864366848;;;
17;0,262979477;;;
18;-0,01;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,641276076;;;
10;1,424795821;;;
11;0,515876194;;;
12;0,519016407;;;
13;0,445862999;;;
14;0,576802593;;;
15;0,415295473;;;
16;0,896947865;;;
17;0,368505251;;;
18;0,065008325;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;-0,01;;;
9;0,630248815;;;
10;4,945694838;;;
11;5,967046623;;;
12;5,534928227;;;
13;5,157476669;;;
14;5,252517678;;;
15;5,615780897;;;
16;3,479079579;;;
17;0,408013517;;;
18;0,059695001;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
