"item","Pan de Azúcar","BA S/E DON GOYO 220KV BP2","addValue"
"2023-07-21 01","69.84","69.74",""
"2023-07-21 02","64.12","64.04",""
"2023-07-21 03","69.61","69.52",""
"2023-07-21 04","69.14","69.05",""
"2023-07-21 05","68.78","68.69",""
"2023-07-21 06","68.78","68.69",""
"2023-07-21 07","69.12","69.03",""
"2023-07-21 08","65.49","65.41",""
"2023-07-21 09","34.14","33.99",""
"2023-07-21 10","34.58","34.43",""
"2023-07-21 11","34.58","34.43",""
"2023-07-21 12","34.58","34.43",""
"2023-07-21 13","34.58","34.43",""
"2023-07-21 14","34.58","34.43",""
"2023-07-21 15","34.58","34.43",""
"2023-07-21 16","34.58","34.43",""
"2023-07-21 17","29.51","29.38",""
"2023-07-21 18","72.06","71.74",""
"2023-07-21 19","80.48","80.17",""
"2023-07-21 20","97.50","97.12",""
"2023-07-21 21","96.11","95.73",""
"2023-07-21 22","88.14","87.80",""
"2023-07-21 23","77.48","77.17",""
"2023-07-21 24","79.08","78.77",""
"2023-07-22 01","78.82","78.69",""
"2023-07-22 02","77.38","77.25",""
"2023-07-22 03","76.20","76.07",""
"2023-07-22 04","73.75","73.63",""
"2023-07-22 05","69.06","68.95",""
"2023-07-22 06","68.14","68.03",""
"2023-07-22 07","67.40","67.29",""
"2023-07-22 08","65.59","65.48",""
"2023-07-22 09","24.87","24.69",""
"2023-07-22 10","6.21","6.16",""
"2023-07-22 11","37.30","37.03",""
"2023-07-22 12","37.30","37.03",""
"2023-07-22 13","37.30","37.03",""
"2023-07-22 14","37.30","37.03",""
"2023-07-22 15","37.30","37.03",""
"2023-07-22 16","37.30","37.03",""
"2023-07-22 17","37.30","37.03",""
"2023-07-22 18","67.54","67.06",""
"2023-07-22 19","102.90","100.53",""
"2023-07-22 20","110.37","107.82",""
"2023-07-22 21","79.90","78.06",""
"2023-07-22 22","80.65","78.79",""
"2023-07-22 23","91.12","89.01",""
"2023-07-22 24","82.44","80.54",""
"2023-07-23 01","77.47","75.89",""
"2023-07-23 02","73.57","72.07",""
"2023-07-23 03","68.95","67.55",""
"2023-07-23 04","71.11","69.66",""
"2023-07-23 05","73.00","71.51",""
"2023-07-23 06","67.22","65.84",""
"2023-07-23 07","63.37","62.07",""
"2023-07-23 08","53.87","52.77",""
"2023-07-23 09","2.44","2.38",""
"2023-07-23 10","0.00","0.00",""
"2023-07-23 11","0.00","0.00",""
"2023-07-23 12","0.00","0.00",""
"2023-07-23 13","0.00","0.00",""
"2023-07-23 14","0.00","0.00",""
"2023-07-23 15","0.00","0.00",""
"2023-07-23 16","0.00","0.00",""
"2023-07-23 17","0.00","0.00",""
"2023-07-23 18","69.70","67.98",""
"2023-07-23 19","122.14","118.95",""
"2023-07-23 20","122.27","119.08",""
"2023-07-23 21","141.63","137.94",""
"2023-07-23 22","140.01","136.35",""
"2023-07-23 23","99.55","96.95",""
"2023-07-23 24","73.19","71.28",""
"2023-07-24 01","72.57","70.98",""
"2023-07-24 02","61.72","60.37",""
"2023-07-24 03","63.82","62.43",""
"2023-07-24 04","67.04","65.57",""
"2023-07-24 05","59.90","58.59",""
"2023-07-24 06","41.27","40.37",""
"2023-07-24 07","74.08","72.45",""
"2023-07-24 08","126.15","123.39",""
"2023-07-24 09","36.89","36.00",""
"2023-07-24 10","31.49","30.73",""
"2023-07-24 11","31.49","30.73",""
"2023-07-24 12","31.49","30.73",""
"2023-07-24 13","8.92","8.71",""
"2023-07-24 14","0.00","0.00",""
"2023-07-24 15","0.00","0.00",""
"2023-07-24 16","0.00","0.00",""
"2023-07-24 17","0.00","0.00",""
"2023-07-24 18","18.13","17.70",""
"2023-07-24 19","73.62","71.82",""
"2023-07-24 20","69.13","67.43",""
"2023-07-24 21","75.36","73.51",""
"2023-07-24 22","73.28","71.48",""
"2023-07-24 23","74.27","72.44",""
"2023-07-24 24","73.35","71.55",""
"2023-07-25 01","70.30","68.65",""
"2023-07-25 02","66.41","64.85",""
"2023-07-25 03","64.38","62.86",""
"2023-07-25 04","55.21","53.92",""
"2023-07-25 05","65.34","63.80",""
"2023-07-25 06","65.99","64.43",""
"2023-07-25 07","74.36","72.62",""
"2023-07-25 08","90.56","88.44",""
"2023-07-25 09","45.43","44.23",""
"2023-07-25 10","7.01","6.83",""
"2023-07-25 11","0.00","0.00",""
"2023-07-25 12","0.00","0.00",""
"2023-07-25 13","0.00","0.00",""
"2023-07-25 14","0.00","0.00",""
"2023-07-25 15","0.00","0.00",""
"2023-07-25 16","0.00","0.00",""
"2023-07-25 17","5.84","5.69",""
"2023-07-25 18","40.52","39.45",""
"2023-07-25 19","74.97","72.68",""
"2023-07-25 20","74.97","72.68",""
"2023-07-25 21","74.97","72.68",""
"2023-07-25 22","74.97","72.68",""
"2023-07-25 23","82.56","80.03",""
"2023-07-25 24","80.77","78.29",""
"2023-07-26 01","72.30","70.52",""
"2023-07-26 02","71.58","69.82",""
"2023-07-26 03","63.99","62.42",""
"2023-07-26 04","63.03","61.48",""
"2023-07-26 05","70.68","68.94",""
"2023-07-26 06","71.60","69.84",""
"2023-07-26 07","71.62","69.86",""
"2023-07-26 08","62.04","60.51",""
"2023-07-26 09","34.19","33.49",""
"2023-07-26 10","31.96","31.30",""
"2023-07-26 11","34.68","33.97",""
"2023-07-26 12","29.48","28.87",""
"2023-07-26 13","0.00","0.00",""
"2023-07-26 14","0.00","0.00",""
"2023-07-26 15","0.00","0.00",""
"2023-07-26 16","0.00","0.00",""
"2023-07-26 17","0.00","0.00",""
"2023-07-26 18","35.32","34.60",""
"2023-07-26 19","76.12","74.38",""
"2023-07-26 20","76.12","74.38",""
"2023-07-26 21","74.56","72.85",""
"2023-07-26 22","73.89","72.20",""
"2023-07-26 23","72.47","70.82",""
"2023-07-26 24","64.25","62.78",""
"2023-07-27 01","64.23","62.98",""
"2023-07-27 02","64.09","62.85",""
"2023-07-27 03","63.88","62.63",""
"2023-07-27 04","72.25","70.84",""
"2023-07-27 05","71.94","70.53",""
"2023-07-27 06","71.94","70.53",""
"2023-07-27 07","84.58","82.93",""
"2023-07-27 08","73.69","72.25",""
"2023-07-27 09","34.79","34.11",""
"2023-07-27 10","31.89","31.27",""
"2023-07-27 11","12.76","12.51",""
"2023-07-27 12","0.00","0.00",""
"2023-07-27 13","0.00","0.00",""
"2023-07-27 14","0.00","0.00",""
"2023-07-27 15","0.00","0.00",""
"2023-07-27 16","0.00","0.00",""
"2023-07-27 17","2.66","2.61",""
"2023-07-27 18","70.26","68.88",""
"2023-07-27 19","115.04","113.10",""
"2023-07-27 20","113.05","111.14",""
"2023-07-27 21","86.72","85.26",""
"2023-07-27 22","86.72","85.26",""
"2023-07-27 23","77.04","75.75",""
"2023-07-27 24","73.50","72.27",""
"2023-07-28 01","67.45","66.91",""
"2023-07-28 02","66.94","66.40",""
"2023-07-28 03","65.55","65.02",""
"2023-07-28 04","64.53","64.01",""
"2023-07-28 05","64.67","64.14",""
"2023-07-28 06","66.74","66.20",""
"2023-07-28 07","72.91","72.33",""
"2023-07-28 08","76.17","75.56",""
"2023-07-28 09","35.32","34.95",""
"2023-07-28 10","0.00","0.00",""
"2023-07-28 11","0.00","0.00",""
"2023-07-28 12","0.00","0.00",""
"2023-07-28 13","0.00","0.00",""
"2023-07-28 14","0.00","0.00",""
"2023-07-28 15","0.00","0.00",""
"2023-07-28 16","0.00","0.00",""
"2023-07-28 17","0.00","0.00",""
"2023-07-28 18","48.71","48.21",""
"2023-07-28 19","86.33","85.23",""
"2023-07-28 20","83.71","82.64",""
"2023-07-28 21","71.95","71.02",""
"2023-07-28 22","71.95","71.02",""
"2023-07-28 23","71.95","71.02",""
"2023-07-28 24","69.46","68.57",""
"2023-07-29 01","71.30","70.53",""
"2023-07-29 02","73.23","72.44",""
"2023-07-29 03","69.18","68.43",""
"2023-07-29 04","69.18","68.43",""
"2023-07-29 05","69.18","68.43",""
"2023-07-29 06","69.18","68.43",""
"2023-07-29 07","69.18","68.43",""
"2023-07-29 08","61.21","60.55",""
"2023-07-29 09","12.33","12.24",""
"2023-07-29 10","0.00","0.00",""
"2023-07-29 11","0.00","0.00",""
"2023-07-29 12","0.00","0.00",""
"2023-07-29 13","0.00","0.00",""
"2023-07-29 14","0.00","0.00",""
"2023-07-29 15","0.00","0.00",""
"2023-07-29 16","0.00","0.00",""
"2023-07-29 17","0.00","0.00",""
"2023-07-29 18","64.38","63.85",""
"2023-07-29 19","92.76","91.89",""
"2023-07-29 20","86.70","85.89",""
"2023-07-29 21","88.05","87.23",""
"2023-07-29 22","81.11","80.35",""
"2023-07-29 23","72.63","71.96",""
"2023-07-29 24","71.85","71.19",""
"2023-07-30 01","69.11","68.71",""
"2023-07-30 02","66.80","66.41",""
"2023-07-30 03","64.95","64.57",""
"2023-07-30 04","65.45","65.07",""
"2023-07-30 05","66.87","66.48",""
"2023-07-30 06","65.17","64.80",""
"2023-07-30 07","65.02","64.65",""
"2023-07-30 08","55.57","55.25",""
"2023-07-30 09","0.00","0.00",""
"2023-07-30 10","0.00","0.00",""
"2023-07-30 11","0.00","0.00",""
"2023-07-30 12","0.00","0.00",""
"2023-07-30 13","0.00","0.00",""
"2023-07-30 14","0.00","0.00",""
"2023-07-30 15","0.00","0.00",""
"2023-07-30 16","0.00","0.00",""
"2023-07-30 17","0.00","0.00",""
"2023-07-30 18","60.77","60.61",""
"2023-07-30 19","126.90","126.58",""
"2023-07-30 20","124.00","123.69",""
"2023-07-30 21","129.52","129.20",""
"2023-07-30 22","145.66","145.30",""
"2023-07-30 23","122.05","121.75",""
"2023-07-30 24","105.42","105.16",""
"2023-07-31 01","74.25","74.15",""
"2023-07-31 02","69.67","69.58",""
"2023-07-31 03","77.02","76.92",""
"2023-07-31 04","69.88","69.79",""
"2023-07-31 05","67.46","67.37",""
"2023-07-31 06","69.47","69.37",""
"2023-07-31 07","79.73","79.62",""
"2023-07-31 08","74.35","74.24",""
"2023-07-31 09","14.83","14.68",""
"2023-07-31 10","0.00","0.00",""
"2023-07-31 11","0.00","0.00",""
"2023-07-31 12","0.00","0.00",""
"2023-07-31 13","0.00","0.00",""
"2023-07-31 14","0.00","0.00",""
"2023-07-31 15","0.00","0.00",""
"2023-07-31 16","0.00","0.00",""
"2023-07-31 17","0.00","0.00",""
"2023-07-31 18","26.96","26.69",""
"2023-07-31 19","78.17","76.25",""
"2023-07-31 20","67.40","65.74",""
"2023-07-31 21","70.60","68.88",""
"2023-07-31 22","70.48","68.75",""
"2023-07-31 23","62.84","61.30",""
"2023-07-31 24","64.78","63.19",""
"2023-08-01 01","64.70","63.33",""
"2023-08-01 02","64.70","63.33",""
"2023-08-01 03","64.70","63.33",""
"2023-08-01 04","66.48","65.07",""
"2023-08-01 05","64.70","63.33",""
"2023-08-01 06","66.37","64.97",""
"2023-08-01 07","76.65","75.02",""
"2023-08-01 08","70.01","68.52",""
"2023-08-01 09","10.65","10.40",""
"2023-08-01 10","0.00","0.00",""
"2023-08-01 11","0.00","0.00",""
"2023-08-01 12","0.00","0.00",""
"2023-08-01 13","0.00","0.00",""
"2023-08-01 14","0.00","0.00",""
"2023-08-01 15","0.00","0.00",""
"2023-08-01 16","0.00","0.00",""
"2023-08-01 17","0.00","0.00",""
"2023-08-01 18","21.98","21.47",""
"2023-08-01 19","62.54","60.99",""
"2023-08-01 20","71.76","69.99",""
"2023-08-01 21","75.95","74.08",""
"2023-08-01 22","78.88","76.94",""
"2023-08-01 23","76.81","74.92",""
"2023-08-01 24","70.75","69.01",""
"2023-08-02 01","65.84","64.92",""
"2023-08-02 02","64.35","63.45",""
"2023-08-02 03","64.18","63.29",""
"2023-08-02 04","64.91","64.01",""
"2023-08-02 05","66.84","65.91",""
"2023-08-02 06","66.84","65.91",""
"2023-08-02 07","71.19","70.20",""
"2023-08-02 08","52.70","51.97",""
"2023-08-02 09","0.00","0.00",""
"2023-08-02 10","0.00","0.00",""
"2023-08-02 11","0.00","0.00",""
"2023-08-02 12","0.00","0.00",""
"2023-08-02 13","0.00","0.00",""
"2023-08-02 14","0.00","0.00",""
"2023-08-02 15","0.00","0.00",""
"2023-08-02 16","0.00","0.00",""
"2023-08-02 17","0.00","0.00",""
"2023-08-02 18","40.87","40.64",""
"2023-08-02 19","85.48","84.80",""
"2023-08-02 20","82.75","82.09",""
"2023-08-02 21","82.50","81.84",""
"2023-08-02 22","82.50","81.84",""
"2023-08-02 23","82.50","81.84",""
"2023-08-02 24","81.37","80.72",""
"2023-08-03 01","78.04","77.92",""
"2023-08-03 02","72.71","72.60",""
"2023-08-03 03","69.91","69.80",""
"2023-08-03 04","73.63","73.51",""
"2023-08-03 05","68.08","67.98",""
"2023-08-03 06","66.65","66.55",""
"2023-08-03 07","78.82","78.70",""
"2023-08-03 08","48.49","48.42",""
"2023-08-03 09","0.00","0.00",""
"2023-08-03 10","0.00","0.00",""
"2023-08-03 11","0.00","0.00",""
"2023-08-03 12","0.00","0.00",""
"2023-08-03 13","0.00","0.00",""
"2023-08-03 14","0.00","0.00",""
"2023-08-03 15","0.00","0.00",""
"2023-08-03 16","0.00","0.00",""
"2023-08-03 17","0.00","0.00",""
"2023-08-03 18","42.32","42.25",""
"2023-08-03 19","83.92","83.62",""
"2023-08-03 20","80.83","80.55",""
"2023-08-03 21","80.64","80.36",""
"2023-08-03 22","80.64","80.36",""
"2023-08-03 23","80.64","80.36",""
"2023-08-03 24","80.64","80.36",""
"2023-08-04 01","80.19","80.07",""
"2023-08-04 02","78.19","78.06",""
"2023-08-04 03","73.48","73.36",""
"2023-08-04 04","77.72","77.60",""
"2023-08-04 05","78.26","78.14",""
"2023-08-04 06","78.26","78.14",""
"2023-08-04 07","80.73","80.61",""
"2023-08-04 08","68.75","68.65",""
"2023-08-04 09","0.00","0.00",""
"2023-08-04 10","0.00","0.00",""
"2023-08-04 11","0.00","0.00",""
"2023-08-04 12","0.00","0.00",""
"2023-08-04 13","0.00","0.00",""
"2023-08-04 14","0.00","0.00",""
"2023-08-04 15","0.00","0.00",""
"2023-08-04 16","0.00","0.00",""
"2023-08-04 17","0.00","0.00",""
"2023-08-04 18","28.33","28.19",""
"2023-08-04 19","83.59","83.44",""
"2023-08-04 20","87.69","87.53",""
"2023-08-04 21","83.59","83.44",""
"2023-08-04 22","97.82","97.65",""
"2023-08-04 23","98.06","97.89",""
"2023-08-04 24","98.06","97.89",""
"2023-08-05 01","84.79","84.52",""
"2023-08-05 02","78.70","78.44",""
"2023-08-05 03","77.55","77.29",""
"2023-08-05 04","75.56","75.31",""
"2023-08-05 05","74.76","74.51",""
"2023-08-05 06","74.62","74.37",""
"2023-08-05 07","74.62","74.37",""
"2023-08-05 08","60.21","60.01",""
"2023-08-05 09","0.00","0.00",""
"2023-08-05 10","0.00","0.00",""
"2023-08-05 11","0.00","0.00",""
"2023-08-05 12","0.00","0.00",""
"2023-08-05 13","0.00","0.00",""
"2023-08-05 14","0.00","0.00",""
"2023-08-05 15","0.00","0.00",""
"2023-08-05 16","0.00","0.00",""
"2023-08-05 17","22.24","21.99",""
"2023-08-05 18","81.90","80.97",""
"2023-08-05 19","135.93","135.21",""
"2023-08-05 20","124.66","123.99",""
"2023-08-05 21","100.60","100.06",""
"2023-08-05 22","96.01","95.50",""
"2023-08-05 23","96.01","95.50",""
"2023-08-05 24","90.52","90.03",""
"2023-08-06 01","79.62","79.47",""
"2023-08-06 02","79.62","79.47",""
"2023-08-06 03","78.46","78.32",""
"2023-08-06 04","77.14","77.00",""
"2023-08-06 05","76.62","76.48",""
"2023-08-06 06","74.03","73.90",""
"2023-08-06 07","75.14","75.00",""
"2023-08-06 08","76.42","76.27",""
"2023-08-06 09","10.76","10.73",""
"2023-08-06 10","0.00","0.00",""
"2023-08-06 11","0.00","0.00",""
"2023-08-06 12","0.00","0.00",""
"2023-08-06 13","0.00","0.00",""
"2023-08-06 14","0.00","0.00",""
"2023-08-06 15","0.00","0.00",""
"2023-08-06 16","0.00","0.00",""
"2023-08-06 17","0.00","0.00",""
"2023-08-06 18","44.01","43.91",""
"2023-08-06 19","94.99","94.57",""
"2023-08-06 20","94.99","94.57",""
"2023-08-06 21","94.99","94.57",""
"2023-08-06 22","94.99","94.57",""
"2023-08-06 23","81.45","81.10",""
"2023-08-06 24","78.64","78.30",""
"2023-08-07 01","77.37","76.86",""
"2023-08-07 02","76.13","75.63",""
"2023-08-07 03","72.55","72.06",""
"2023-08-07 04","71.12","70.65",""
"2023-08-07 05","72.85","72.37",""
"2023-08-07 06","73.30","72.81",""
"2023-08-07 07","75.63","75.12",""
"2023-08-07 08","72.97","72.49",""
"2023-08-07 09","50.58","50.20",""
"2023-08-07 10","58.18","57.73",""
"2023-08-07 11","59.61","59.15",""
"2023-08-07 12","53.38","52.97",""
"2023-08-07 13","49.65","49.27",""
"2023-08-07 14","52.70","52.29",""
"2023-08-07 15","53.38","52.97",""
"2023-08-07 16","67.75","67.23",""
"2023-08-07 17","67.75","67.23",""
"2023-08-07 18","81.53","80.91",""
"2023-08-07 19","120.46","119.80",""
"2023-08-07 20","128.55","127.85",""
"2023-08-07 21","130.95","130.24",""
"2023-08-07 22","128.96","128.25",""
"2023-08-07 23","128.06","127.36",""
"2023-08-07 24","107.73","107.14",""
"2023-08-08 01","75.89","75.04",""
"2023-08-08 02","69.53","68.76",""
"2023-08-08 03","72.86","72.05",""
"2023-08-08 04","72.86","72.05",""
"2023-08-08 05","73.29","72.48",""
"2023-08-08 06","78.92","78.04",""
"2023-08-08 07","100.34","99.22",""
"2023-08-08 08","108.62","107.40",""
"2023-08-08 09","66.59","66.31",""
"2023-08-08 10","56.16","55.92",""
"2023-08-08 11","54.73","54.50",""
"2023-08-08 12","47.11","46.91",""
"2023-08-08 13","39.85","39.68",""
"2023-08-08 14","36.90","36.74",""
"2023-08-08 15","25.33","25.23",""
"2023-08-08 16","54.73","54.50",""
"2023-08-08 17","91.51","91.13",""
"2023-08-08 18","105.10","104.67",""
"2023-08-08 19","117.36","116.86",""
"2023-08-08 20","130.60","130.04",""
"2023-08-08 21","103.57","103.12",""
"2023-08-08 22","79.36","79.01",""
"2023-08-08 23","79.60","79.25",""
"2023-08-08 24","77.01","76.68",""
"2023-08-09 01","74.83","74.74",""
"2023-08-09 02","70.46","70.38",""
"2023-08-09 03","72.47","72.39",""
"2023-08-09 04","72.74","72.66",""
"2023-08-09 05","72.74","72.66",""
"2023-08-09 06","73.21","73.13",""
"2023-08-09 07","77.49","77.40",""
"2023-08-09 08","72.01","71.93",""
"2023-08-09 09","55.14","55.05",""
"2023-08-09 10","25.65","25.61",""
"2023-08-09 11","40.22","40.16",""
"2023-08-09 12","59.69","59.61",""
"2023-08-09 13","29.56","29.52",""
"2023-08-09 14","46.04","45.98",""
"2023-08-09 15","45.02","44.95",""
"2023-08-09 16","66.70","66.60",""
"2023-08-09 17","62.79","62.70",""
"2023-08-09 18","74.93","74.81",""
"2023-08-09 19","91.02","90.76",""
"2023-08-09 20","94.17","93.90",""
"2023-08-09 21","78.14","77.92",""
"2023-08-09 22","77.82","77.60",""
"2023-08-09 23","77.82","77.60",""
"2023-08-09 24","77.82","77.60",""
"2023-08-10 01","73.68","73.33",""
"2023-08-10 02","73.51","73.16",""
"2023-08-10 03","72.89","72.54",""
"2023-08-10 04","72.95","72.60",""
"2023-08-10 05","76.62","76.26",""
"2023-08-10 06","76.70","76.34",""
"2023-08-10 07","77.62","77.25",""
"2023-08-10 08","73.47","73.12",""
"2023-08-10 09","37.55","37.18",""
"2023-08-10 10","24.60","24.36",""
"2023-08-10 11","53.18","52.65",""
"2023-08-10 12","23.36","23.13",""
"2023-08-10 13","17.15","16.98",""
"2023-08-10 14","17.15","16.98",""
"2023-08-10 15","17.15","16.98",""
"2023-08-10 16","17.15","16.98",""
"2023-08-10 17","17.15","16.98",""
"2023-08-10 18","20.87","20.66",""
"2023-08-10 19","78.50","76.55",""
"2023-08-10 20","79.38","77.41",""
"2023-08-10 21","79.38","77.41",""
"2023-08-10 22","79.38","77.41",""
"2023-08-10 23","79.92","77.93",""
"2023-08-10 24","79.63","77.65",""
"2023-08-11 01","77.08","74.63",""
"2023-08-11 02","74.29","71.93",""
"2023-08-11 03","76.21","73.79",""
"2023-08-11 04","76.54","74.11",""
"2023-08-11 05","74.28","71.92",""
"2023-08-11 06","74.89","72.51",""
"2023-08-11 07","77.44","74.99",""
"2023-08-11 08","66.89","64.77",""
"2023-08-11 09","16.89","16.35",""
"2023-08-11 10","1.41","1.36",""
"2023-08-11 11","0.00","0.00",""
"2023-08-11 12","0.00","0.00",""
"2023-08-11 13","0.00","0.00",""
"2023-08-11 14","0.00","0.00",""
"2023-08-11 15","0.00","0.00",""
"2023-08-11 16","0.00","0.00",""
"2023-08-11 17","0.00","0.00",""
"2023-08-11 18","16.89","16.35",""
"2023-08-11 19","58.80","56.90",""
"2023-08-11 20","76.67","74.20",""
"2023-08-11 21","77.06","74.58",""
"2023-08-11 22","77.94","75.43",""
"2023-08-11 23","76.61","74.14",""
"2023-08-11 24","76.61","74.14",""
"2023-08-12 01","73.54","71.40",""
"2023-08-12 02","71.67","69.58",""
"2023-08-12 03","66.35","64.42",""
"2023-08-12 04","75.97","73.76",""
"2023-08-12 05","75.64","73.44",""
"2023-08-12 06","77.91","75.65",""
"2023-08-12 07","74.64","72.47",""
"2023-08-12 08","65.92","64.00",""
"2023-08-12 09","6.93","6.81",""
"2023-08-12 10","0.00","0.00",""
"2023-08-12 11","0.00","0.00",""
"2023-08-12 12","0.00","0.00",""
"2023-08-12 13","0.00","0.00",""
"2023-08-12 14","0.00","0.00",""
"2023-08-12 15","0.00","0.00",""
"2023-08-12 16","0.00","0.00",""
"2023-08-12 17","0.00","0.00",""
"2023-08-12 18","39.96","39.27",""
"2023-08-12 19","93.31","92.31",""
"2023-08-12 20","93.31","92.31",""
"2023-08-12 21","93.31","92.31",""
"2023-08-12 22","93.31","92.31",""
"2023-08-12 23","93.31","92.31",""
"2023-08-12 24","93.31","92.31",""
"2023-08-13 01","79.65","79.07",""
"2023-08-13 02","78.44","77.86",""
"2023-08-13 03","75.71","75.15",""
"2023-08-13 04","76.62","76.06",""
"2023-08-13 05","79.62","79.04",""
"2023-08-13 06","79.62","79.04",""
"2023-08-13 07","79.62","79.04",""
"2023-08-13 08","48.02","47.67",""
"2023-08-13 09","0.00","0.00",""
"2023-08-13 10","0.00","0.00",""
"2023-08-13 11","0.00","0.00",""
"2023-08-13 12","0.00","0.00",""
"2023-08-13 13","0.00","0.00",""
"2023-08-13 14","0.00","0.00",""
"2023-08-13 15","0.00","0.00",""
"2023-08-13 16","0.00","0.00",""
"2023-08-13 17","0.00","0.00",""
"2023-08-13 18","34.35","34.27",""
"2023-08-13 19","103.13","103.00",""
"2023-08-13 20","109.68","109.54",""
"2023-08-13 21","115.81","115.66",""
"2023-08-13 22","115.81","115.66",""
"2023-08-13 23","115.81","115.66",""
"2023-08-13 24","106.93","106.80",""
"2023-08-14 01","85.18","85.01",""
"2023-08-14 02","79.90","79.74",""
"2023-08-14 03","81.27","81.11",""
"2023-08-14 04","81.40","81.24",""
"2023-08-14 05","81.40","81.24",""
"2023-08-14 06","82.23","82.07",""
"2023-08-14 07","83.18","83.02",""
"2023-08-14 08","75.68","75.53",""
"2023-08-14 09","10.63","10.59",""
"2023-08-14 10","0.00","0.00",""
"2023-08-14 11","0.00","0.00",""
"2023-08-14 12","0.00","0.00",""
"2023-08-14 13","0.00","0.00",""
"2023-08-14 14","0.00","0.00",""
"2023-08-14 15","0.00","0.00",""
"2023-08-14 16","0.00","0.00",""
"2023-08-14 17","7.97","7.94",""
"2023-08-14 18","68.22","67.95",""
"2023-08-14 19","125.84","125.75",""
"2023-08-14 20","138.31","138.22",""
"2023-08-14 21","142.13","142.04",""
"2023-08-14 22","136.59","136.50",""
