"item","Pan de Azúcar","BA S/E DON GOYO 220KV BP2","addValue"
"2023-11-01 15","0.00","0.00",""
"2023-11-01 16","0.00","0.00",""
"2023-11-01 17","0.00","0.00",""
"2023-11-01 18","0.00","0.00",""
"2023-11-01 19","0.00","0.00",""
"2023-11-01 20","104.16","99.98",""
"2023-11-01 21","150.68","144.64",""
"2023-11-01 22","150.78","144.74",""
"2023-11-01 23","146.67","140.79",""
"2023-11-01 24","101.60","97.52",""
"2023-11-02 01","90.03","86.67",""
"2023-11-02 02","69.29","66.71",""
"2023-11-02 03","69.65","67.06",""
"2023-11-02 04","69.65","67.06",""
"2023-11-02 05","69.65","67.06",""
"2023-11-02 06","70.63","68.00",""
"2023-11-02 07","84.54","81.38",""
"2023-11-02 08","70.65","68.02",""
"2023-11-02 09","0.00","0.00",""
"2023-11-02 10","0.00","0.00",""
"2023-11-02 11","0.00","0.00",""
"2023-11-02 12","0.00","0.00",""
"2023-11-02 13","0.00","0.00",""
"2023-11-02 14","0.00","0.00",""
"2023-11-02 15","0.00","0.00",""
"2023-11-02 16","0.00","0.00",""
"2023-11-02 17","0.00","0.00",""
"2023-11-02 18","0.00","0.00",""
"2023-11-02 19","0.00","0.00",""
"2023-11-02 20","26.69","25.40",""
"2023-11-02 21","72.77","69.24",""
"2023-11-02 22","76.45","72.74",""
"2023-11-02 23","85.70","81.54",""
"2023-11-02 24","71.37","67.91",""
"2023-11-03 01","66.70","64.69",""
"2023-11-03 02","66.70","64.69",""
"2023-11-03 03","64.43","62.49",""
"2023-11-03 04","56.91","55.19",""
"2023-11-03 05","85.31","82.74",""
"2023-11-03 06","87.20","84.57",""
"2023-11-03 07","86.64","84.02",""
"2023-11-03 08","42.04","40.77",""
"2023-11-03 09","0.00","0.00",""
"2023-11-03 10","0.00","0.00",""
"2023-11-03 11","0.00","0.00",""
"2023-11-03 12","0.00","0.00",""
"2023-11-03 13","0.00","0.00",""
"2023-11-03 14","0.00","0.00",""
"2023-11-03 15","0.00","0.00",""
"2023-11-03 16","0.00","0.00",""
"2023-11-03 17","0.00","0.00",""
"2023-11-03 18","0.00","0.00",""
"2023-11-03 19","0.00","0.00",""
"2023-11-03 20","61.48","59.92",""
"2023-11-03 21","112.05","109.21",""
"2023-11-03 22","115.64","112.71",""
"2023-11-03 23","115.64","112.71",""
"2023-11-03 24","93.54","91.17",""
"2023-11-04 01","71.23","70.66",""
"2023-11-04 02","78.21","77.59",""
"2023-11-04 03","86.70","86.01",""
"2023-11-04 04","75.61","75.01",""
"2023-11-04 05","72.38","71.81",""
"2023-11-04 06","69.86","69.30",""
"2023-11-04 07","52.11","51.69",""
"2023-11-04 08","12.04","11.95",""
"2023-11-04 09","0.00","0.00",""
"2023-11-04 10","0.00","0.00",""
"2023-11-04 11","0.00","0.00",""
"2023-11-04 12","0.00","0.00",""
"2023-11-04 13","0.00","0.00",""
"2023-11-04 14","0.00","0.00",""
"2023-11-04 15","0.00","0.00",""
"2023-11-04 16","0.00","0.00",""
"2023-11-04 17","0.00","0.00",""
"2023-11-04 18","0.00","0.00",""
"2023-11-04 19","0.00","0.00",""
"2023-11-04 20","67.46","67.37",""
"2023-11-04 21","99.44","99.31",""
"2023-11-04 22","138.25","138.07",""
"2023-11-04 23","131.01","130.84",""
"2023-11-04 24","95.60","95.47",""
"2023-11-05 01","75.88","75.47",""
"2023-11-05 02","72.56","72.17",""
"2023-11-05 03","68.48","68.11",""
"2023-11-05 04","68.98","68.61",""
"2023-11-05 05","68.98","68.61",""
"2023-11-05 06","61.44","61.12",""
"2023-11-05 07","55.84","55.55",""
"2023-11-05 08","28.62","28.47",""
"2023-11-05 09","0.00","0.00",""
"2023-11-05 10","0.00","0.00",""
"2023-11-05 11","0.00","0.00",""
"2023-11-05 12","0.00","0.00",""
"2023-11-05 13","0.00","0.00",""
"2023-11-05 14","0.00","0.00",""
"2023-11-05 15","0.00","0.00",""
"2023-11-05 16","0.00","0.00",""
"2023-11-05 17","0.00","0.00",""
"2023-11-05 18","0.00","0.00",""
"2023-11-05 19","0.00","0.00",""
"2023-11-05 20","12.43","12.16",""
"2023-11-05 21","74.08","72.47",""
"2023-11-05 22","76.33","74.67",""
"2023-11-05 23","77.44","75.76",""
"2023-11-05 24","77.44","75.76",""
"2023-11-06 01","76.57","75.40",""
"2023-11-06 02","74.45","73.30",""
"2023-11-06 03","72.20","71.09",""
"2023-11-06 04","71.89","70.79",""
"2023-11-06 05","68.77","67.72",""
"2023-11-06 06","70.07","68.99",""
"2023-11-06 07","76.57","75.40",""
"2023-11-06 08","55.71","54.85",""
"2023-11-06 09","0.00","0.00",""
"2023-11-06 10","0.00","0.00",""
"2023-11-06 11","0.00","0.00",""
"2023-11-06 12","0.00","0.00",""
"2023-11-06 13","0.00","0.00",""
"2023-11-06 14","0.00","0.00",""
"2023-11-06 15","0.00","0.00",""
"2023-11-06 16","0.00","0.00",""
"2023-11-06 17","0.00","0.00",""
"2023-11-06 18","0.00","0.00",""
"2023-11-06 19","0.00","0.00",""
"2023-11-06 20","45.02","43.81",""
"2023-11-06 21","78.91","76.79",""
"2023-11-06 22","78.91","76.79",""
"2023-11-06 23","78.08","75.98",""
"2023-11-06 24","78.43","76.32",""
"2023-11-07 01","68.62","66.94",""
"2023-11-07 02","70.40","68.68",""
"2023-11-07 03","64.25","62.68",""
"2023-11-07 04","68.46","66.78",""
"2023-11-07 05","67.69","66.03",""
"2023-11-07 06","67.66","66.00",""
"2023-11-07 07","70.62","68.89",""
"2023-11-07 08","42.72","41.67",""
"2023-11-07 09","0.00","0.00",""
"2023-11-07 10","0.00","0.00",""
"2023-11-07 11","0.00","0.00",""
"2023-11-07 12","0.00","0.00",""
"2023-11-07 13","0.00","0.00",""
"2023-11-07 14","0.00","0.00",""
"2023-11-07 15","0.00","0.00",""
"2023-11-07 16","0.00","0.00",""
"2023-11-07 17","0.00","0.00",""
"2023-11-07 18","0.00","0.00",""
"2023-11-07 19","0.00","0.00",""
"2023-11-07 20","38.48","36.32",""
"2023-11-07 21","76.96","72.63",""
"2023-11-07 22","76.96","72.63",""
"2023-11-07 23","76.61","72.30",""
"2023-11-07 24","69.65","65.72",""
"2023-11-08 01","19.50","18.44",""
"2023-11-08 02","10.23","9.68",""
"2023-11-08 03","10.23","9.68",""
"2023-11-08 04","10.23","9.68",""
"2023-11-08 05","60.30","57.03",""
"2023-11-08 06","81.09","76.70",""
"2023-11-08 07","81.09","76.70",""
"2023-11-08 08","28.54","26.99",""
"2023-11-08 09","0.00","0.00",""
"2023-11-08 10","0.00","0.00",""
"2023-11-08 11","0.00","0.00",""
"2023-11-08 12","0.00","0.00",""
"2023-11-08 13","0.00","0.00",""
"2023-11-08 14","0.00","0.00",""
"2023-11-08 15","0.00","0.00",""
"2023-11-08 16","0.00","0.00",""
"2023-11-08 17","0.00","0.00",""
"2023-11-08 18","0.00","0.00",""
"2023-11-08 19","0.00","0.00",""
"2023-11-08 20","0.00","0.00",""
"2023-11-08 21","66.21","62.96",""
"2023-11-08 22","82.20","78.17",""
"2023-11-08 23","93.23","88.67",""
"2023-11-08 24","77.26","73.47",""
"2023-11-09 01","66.80","65.47",""
"2023-11-09 02","65.18","63.88",""
"2023-11-09 03","69.68","68.28",""
"2023-11-09 04","70.04","68.63",""
"2023-11-09 05","72.25","70.80",""
"2023-11-09 06","72.34","70.89",""
"2023-11-09 07","69.77","68.37",""
"2023-11-09 08","24.45","23.96",""
"2023-11-09 09","0.00","0.00",""
"2023-11-09 10","0.00","0.00",""
"2023-11-09 11","0.00","0.00",""
"2023-11-09 12","0.00","0.00",""
"2023-11-09 13","0.00","0.00",""
"2023-11-09 14","0.00","0.00",""
"2023-11-09 15","0.00","0.00",""
"2023-11-09 16","0.00","0.00",""
"2023-11-09 17","0.00","0.00",""
"2023-11-09 18","0.00","0.00",""
"2023-11-09 19","13.82","13.69",""
"2023-11-09 20","84.09","83.32",""
"2023-11-09 21","86.54","85.75",""
"2023-11-09 22","106.70","105.72",""
"2023-11-09 23","97.91","97.02",""
"2023-11-09 24","81.30","80.55",""
"2023-11-10 01","72.00","71.16",""
"2023-11-10 02","67.73","66.94",""
"2023-11-10 03","49.20","48.62",""
"2023-11-10 04","56.23","55.57",""
"2023-11-10 05","62.78","62.04",""
"2023-11-10 06","58.26","57.57",""
"2023-11-10 07","64.13","63.38",""
"2023-11-10 08","42.32","41.82",""
"2023-11-10 09","62.40","61.70",""
"2023-11-10 10","64.17","63.45",""
"2023-11-10 11","63.00","62.30",""
"2023-11-10 12","31.14","30.79",""
"2023-11-10 13","0.00","0.00",""
"2023-11-10 14","0.00","0.00",""
"2023-11-10 15","0.00","0.00",""
"2023-11-10 16","0.00","0.00",""
"2023-11-10 17","0.00","0.00",""
"2023-11-10 18","0.00","0.00",""
"2023-11-10 19","0.00","0.00",""
"2023-11-10 20","82.34","82.26",""
"2023-11-10 21","127.53","127.40",""
"2023-11-10 22","111.80","111.69",""
"2023-11-10 23","100.40","100.30",""
"2023-11-10 24","100.40","100.30",""
"2023-11-11 01","75.02","74.30",""
"2023-11-11 02","69.02","68.35",""
"2023-11-11 03","69.62","68.95",""
"2023-11-11 04","67.76","67.11",""
"2023-11-11 05","67.92","67.27",""
"2023-11-11 06","70.61","69.93",""
"2023-11-11 07","70.63","69.95",""
"2023-11-11 08","21.66","21.45",""
"2023-11-11 09","0.00","0.00",""
"2023-11-11 10","0.00","0.00",""
"2023-11-11 11","0.00","0.00",""
"2023-11-11 12","0.00","0.00",""
"2023-11-11 13","0.00","0.00",""
"2023-11-11 14","0.00","0.00",""
"2023-11-11 15","0.00","0.00",""
"2023-11-11 16","0.00","0.00",""
"2023-11-11 17","0.00","0.00",""
"2023-11-11 18","0.00","0.00",""
"2023-11-11 19","0.00","0.00",""
"2023-11-11 20","28.93","27.69",""
"2023-11-11 21","75.47","72.23",""
"2023-11-11 22","75.47","72.23",""
"2023-11-11 23","73.39","70.24",""
"2023-11-11 24","67.13","64.25",""
"2023-11-12 01","63.67","60.75",""
"2023-11-12 02","64.10","61.16",""
"2023-11-12 03","63.34","60.43",""
"2023-11-12 04","63.34","60.43",""
"2023-11-12 05","63.34","60.43",""
"2023-11-12 06","63.34","60.43",""
"2023-11-12 07","40.41","38.55",""
"2023-11-12 08","0.00","0.00",""
"2023-11-12 09","0.00","0.00",""
"2023-11-12 10","0.00","0.00",""
"2023-11-12 11","0.00","0.00",""
"2023-11-12 12","0.00","0.00",""
"2023-11-12 13","0.00","0.00",""
"2023-11-12 14","0.00","0.00",""
"2023-11-12 15","0.00","0.00",""
"2023-11-12 16","0.00","0.00",""
"2023-11-12 17","0.00","0.00",""
"2023-11-12 18","0.00","0.00",""
"2023-11-12 19","0.00","0.00",""
"2023-11-12 20","0.00","0.00",""
"2023-11-12 21","56.94","54.14",""
"2023-11-12 22","75.92","72.19",""
"2023-11-12 23","70.85","67.37",""
"2023-11-12 24","33.84","32.18",""
"2023-11-13 01","0.00","0.00",""
"2023-11-13 02","0.00","0.00",""
"2023-11-13 03","0.00","0.00",""
"2023-11-13 04","0.00","0.00",""
"2023-11-13 05","49.93","47.36",""
"2023-11-13 06","55.25","52.41",""
"2023-11-13 07","71.34","67.67",""
"2023-11-13 08","44.48","42.20",""
"2023-11-13 09","0.00","0.00",""
"2023-11-13 10","0.00","0.00",""
"2023-11-13 11","0.00","0.00",""
"2023-11-13 12","0.00","0.00",""
"2023-11-13 13","0.00","0.00",""
"2023-11-13 14","0.00","0.00",""
"2023-11-13 15","0.00","0.00",""
"2023-11-13 16","0.00","0.00",""
"2023-11-13 17","0.00","0.00",""
"2023-11-13 18","0.00","0.00",""
"2023-11-13 19","0.00","0.00",""
"2023-11-13 20","0.00","0.00",""
"2023-11-13 21","63.47","60.03",""
"2023-11-13 22","64.98","61.46",""
"2023-11-13 23","71.68","67.80",""
"2023-11-13 24","64.57","61.07",""
"2023-11-14 01","73.87","71.00",""
"2023-11-14 02","69.59","66.90",""
"2023-11-14 03","67.58","64.97",""
"2023-11-14 04","67.58","64.97",""
"2023-11-14 05","67.58","64.97",""
"2023-11-14 06","67.58","64.97",""
"2023-11-14 07","76.31","73.35",""
"2023-11-14 08","70.73","68.00",""
"2023-11-14 09","0.00","0.00",""
"2023-11-14 10","0.00","0.00",""
"2023-11-14 11","0.00","0.00",""
"2023-11-14 12","0.00","0.00",""
"2023-11-14 13","0.00","0.00",""
"2023-11-14 14","0.00","0.00",""
"2023-11-14 15","0.00","0.00",""
"2023-11-14 16","0.00","0.00",""
"2023-11-14 17","0.00","0.00",""
"2023-11-14 18","0.00","0.00",""
"2023-11-14 19","0.00","0.00",""
"2023-11-14 20","21.34","20.34",""
"2023-11-14 21","77.79","74.15",""
"2023-11-14 22","74.44","70.96",""
"2023-11-14 23","69.10","65.87",""
"2023-11-14 24","69.10","65.87",""
"2023-11-15 01","66.51","63.96",""
"2023-11-15 02","65.09","62.59",""
"2023-11-15 03","67.22","64.64",""
"2023-11-15 04","67.22","64.64",""
"2023-11-15 05","67.22","64.64",""
"2023-11-15 06","67.22","64.64",""
"2023-11-15 07","72.46","69.67",""
"2023-11-15 08","29.50","28.36",""
"2023-11-15 09","0.00","0.00",""
"2023-11-15 10","0.00","0.00",""
"2023-11-15 11","0.00","0.00",""
"2023-11-15 12","0.00","0.00",""
"2023-11-15 13","0.00","0.00",""
"2023-11-15 14","0.00","0.00",""
"2023-11-15 15","0.00","0.00",""
"2023-11-15 16","0.00","0.00",""
"2023-11-15 17","0.00","0.00",""
"2023-11-15 18","0.00","0.00",""
"2023-11-15 19","0.00","0.00",""
"2023-11-15 20","21.75","20.67",""
"2023-11-15 21","65.25","62.02",""
"2023-11-15 22","72.79","69.20",""
"2023-11-15 23","74.30","70.63",""
"2023-11-15 24","74.30","70.63",""
"2023-11-16 01","68.32","65.72",""
"2023-11-16 02","65.29","62.81",""
"2023-11-16 03","65.29","62.81",""
"2023-11-16 04","65.29","62.81",""
"2023-11-16 05","64.82","62.36",""
"2023-11-16 06","64.46","62.01",""
"2023-11-16 07","65.29","62.81",""
"2023-11-16 08","37.31","35.89",""
"2023-11-16 09","0.00","0.00",""
"2023-11-16 10","0.00","0.00",""
"2023-11-16 11","0.00","0.00",""
"2023-11-16 12","0.00","0.00",""
"2023-11-16 13","0.00","0.00",""
"2023-11-16 14","0.00","0.00",""
"2023-11-16 15","0.00","0.00",""
"2023-11-16 16","0.00","0.00",""
"2023-11-16 17","0.00","0.00",""
"2023-11-16 18","0.00","0.00",""
"2023-11-16 19","0.00","0.00",""
"2023-11-16 20","28.42","27.40",""
"2023-11-16 21","65.58","63.24",""
"2023-11-16 22","73.06","70.44",""
"2023-11-16 23","73.83","71.18",""
"2023-11-16 24","66.27","63.90",""
"2023-11-17 01","66.57","65.15",""
"2023-11-17 02","65.08","63.69",""
"2023-11-17 03","64.95","63.56",""
"2023-11-17 04","65.08","63.69",""
"2023-11-17 05","65.08","63.69",""
"2023-11-17 06","65.61","64.21",""
"2023-11-17 07","75.62","74.01",""
"2023-11-17 08","34.84","34.10",""
"2023-11-17 09","0.00","0.00",""
"2023-11-17 10","0.00","0.00",""
"2023-11-17 11","0.00","0.00",""
"2023-11-17 12","0.00","0.00",""
"2023-11-17 13","0.00","0.00",""
"2023-11-17 14","0.00","0.00",""
"2023-11-17 15","0.00","0.00",""
"2023-11-17 16","0.00","0.00",""
"2023-11-17 17","0.00","0.00",""
"2023-11-17 18","0.00","0.00",""
"2023-11-17 19","0.00","0.00",""
"2023-11-17 20","26.71","26.05",""
"2023-11-17 21","77.23","75.34",""
"2023-11-17 22","77.23","75.34",""
"2023-11-17 23","77.23","75.34",""
"2023-11-17 24","76.84","74.96",""
"2023-11-18 01","65.92","64.50",""
"2023-11-18 02","65.92","64.50",""
"2023-11-18 03","65.92","64.50",""
"2023-11-18 04","65.92","64.50",""
"2023-11-18 05","66.67","65.24",""
"2023-11-18 06","73.48","71.90",""
"2023-11-18 07","39.43","38.58",""
"2023-11-18 08","0.00","0.00",""
"2023-11-18 09","0.00","0.00",""
"2023-11-18 10","0.00","0.00",""
"2023-11-18 11","0.00","0.00",""
"2023-11-18 12","0.00","0.00",""
"2023-11-18 13","0.00","0.00",""
"2023-11-18 14","0.00","0.00",""
"2023-11-18 15","0.00","0.00",""
"2023-11-18 16","0.00","0.00",""
"2023-11-18 17","0.00","0.00",""
"2023-11-18 18","0.00","0.00",""
"2023-11-18 19","0.00","0.00",""
"2023-11-18 20","0.00","0.00",""
"2023-11-18 21","60.70","57.87",""
"2023-11-18 22","65.04","62.00",""
"2023-11-18 23","71.89","68.54",""
"2023-11-18 24","75.32","71.81",""
"2023-11-19 01","73.31","71.67",""
"2023-11-19 02","65.60","64.14",""
"2023-11-19 03","65.60","64.14",""
"2023-11-19 04","65.60","64.14",""
"2023-11-19 05","65.60","64.14",""
"2023-11-19 06","64.58","63.14",""
"2023-11-19 07","46.40","45.36",""
"2023-11-19 08","0.00","0.00",""
"2023-11-19 09","0.00","0.00",""
"2023-11-19 10","0.00","0.00",""
"2023-11-19 11","0.00","0.00",""
"2023-11-19 12","0.00","0.00",""
"2023-11-19 13","0.00","0.00",""
"2023-11-19 14","0.00","0.00",""
"2023-11-19 15","0.00","0.00",""
"2023-11-19 16","0.00","0.00",""
"2023-11-19 17","0.00","0.00",""
"2023-11-19 18","0.00","0.00",""
"2023-11-19 19","0.00","0.00",""
"2023-11-19 20","10.78","10.50",""
"2023-11-19 21","82.80","80.67",""
"2023-11-19 22","121.59","118.48",""
"2023-11-19 23","140.59","136.99",""
"2023-11-19 24","92.62","90.25",""
"2023-11-20 01","72.57","71.00",""
"2023-11-20 02","72.63","71.05",""
"2023-11-20 03","73.24","71.65",""
"2023-11-20 04","68.63","67.14",""
"2023-11-20 05","70.58","69.05",""
"2023-11-20 06","74.40","72.78",""
"2023-11-20 07","77.32","75.65",""
"2023-11-20 08","28.83","28.21",""
"2023-11-20 09","0.00","0.00",""
"2023-11-20 10","0.00","0.00",""
"2023-11-20 11","0.00","0.00",""
"2023-11-20 12","0.00","0.00",""
"2023-11-20 13","0.00","0.00",""
"2023-11-20 14","0.00","0.00",""
"2023-11-20 15","0.00","0.00",""
"2023-11-20 16","0.00","0.00",""
"2023-11-20 17","0.00","0.00",""
"2023-11-20 18","0.00","0.00",""
"2023-11-20 19","0.00","0.00",""
"2023-11-20 20","57.03","54.44",""
"2023-11-20 21","79.57","75.96",""
"2023-11-20 22","88.59","84.57",""
"2023-11-20 23","93.44","89.21",""
"2023-11-20 24","93.44","89.21",""
"2023-11-21 01","96.48","94.37",""
"2023-11-21 02","96.48","94.37",""
"2023-11-21 03","96.26","94.15",""
"2023-11-21 04","96.23","94.13",""
"2023-11-21 05","96.23","94.13",""
"2023-11-21 06","96.23","94.13",""
"2023-11-21 07","72.28","70.70",""
"2023-11-21 08","0.00","0.00",""
"2023-11-21 09","0.00","0.00",""
"2023-11-21 10","0.00","0.00",""
"2023-11-21 11","0.00","0.00",""
"2023-11-21 12","0.00","0.00",""
"2023-11-21 13","0.00","0.00",""
"2023-11-21 14","0.00","0.00",""
"2023-11-21 15","0.00","0.00",""
"2023-11-21 16","0.00","0.00",""
"2023-11-21 17","0.00","0.00",""
"2023-11-21 18","0.00","0.00",""
"2023-11-21 19","0.00","0.00",""
"2023-11-21 20","51.54","50.01",""
"2023-11-21 21","128.96","125.14",""
"2023-11-21 22","149.70","145.27",""
"2023-11-21 23","139.28","135.15",""
"2023-11-21 24","139.28","135.15",""
"2023-11-22 01","103.51","100.36",""
"2023-11-22 02","82.04","79.54",""
"2023-11-22 03","73.41","71.18",""
"2023-11-22 04","72.05","69.86",""
"2023-11-22 05","72.05","69.86",""
"2023-11-22 06","72.63","70.43",""
"2023-11-22 07","96.40","93.47",""
"2023-11-22 08","0.00","0.00",""
"2023-11-22 09","0.00","0.00",""
"2023-11-22 10","0.00","0.00",""
"2023-11-22 11","0.00","0.00",""
"2023-11-22 12","0.00","0.00",""
"2023-11-22 13","0.00","0.00",""
"2023-11-22 14","0.00","0.00",""
"2023-11-22 15","0.00","0.00",""
"2023-11-22 16","0.00","0.00",""
"2023-11-22 17","0.00","0.00",""
"2023-11-22 18","0.00","0.00",""
"2023-11-22 19","0.00","0.00",""
"2023-11-22 20","58.85","56.92",""
"2023-11-22 21","78.30","75.73",""
"2023-11-22 22","77.23","74.69",""
"2023-11-22 23","75.55","73.06",""
"2023-11-22 24","89.93","86.97",""
"2023-11-23 01","96.71","95.03",""
"2023-11-23 02","77.76","76.42",""
"2023-11-23 03","77.08","75.75",""
"2023-11-23 04","76.60","75.28",""
"2023-11-23 05","76.25","74.93",""
"2023-11-23 06","76.99","75.66",""
"2023-11-23 07","70.27","69.05",""
"2023-11-23 08","0.00","0.00",""
"2023-11-23 09","0.00","0.00",""
"2023-11-23 10","0.00","0.00",""
"2023-11-23 11","0.00","0.00",""
"2023-11-23 12","0.00","0.00",""
"2023-11-23 13","0.00","0.00",""
"2023-11-23 14","0.00","0.00",""
"2023-11-23 15","0.00","0.00",""
"2023-11-23 16","0.00","0.00",""
"2023-11-23 17","0.00","0.00",""
"2023-11-23 18","0.00","0.00",""
"2023-11-23 19","13.08","12.93",""
"2023-11-23 20","87.05","86.00",""
"2023-11-23 21","91.35","90.26",""
"2023-11-23 22","97.57","96.40",""
"2023-11-23 23","112.36","111.01",""
"2023-11-23 24","95.23","94.09",""
"2023-11-24 01","96.88","96.46",""
"2023-11-24 02","87.27","86.89",""
"2023-11-24 03","77.66","77.32",""
"2023-11-24 04","78.20","77.87",""
"2023-11-24 05","78.40","78.07",""
"2023-11-24 06","80.86","80.52",""
"2023-11-24 07","72.66","72.35",""
"2023-11-24 08","0.00","0.00",""
"2023-11-24 09","0.00","0.00",""
"2023-11-24 10","0.00","0.00",""
"2023-11-24 11","0.00","0.00",""
"2023-11-24 12","0.00","0.00",""
"2023-11-24 13","0.00","0.00",""
"2023-11-24 14","0.00","0.00",""
"2023-11-24 15","0.00","0.00",""
"2023-11-24 16","0.00","0.00",""
"2023-11-24 17","0.00","0.00",""
"2023-11-24 18","0.00","0.00",""
"2023-11-24 19","0.00","0.00",""
"2023-11-24 20","44.89","44.00",""
"2023-11-24 21","106.37","104.26",""
"2023-11-24 22","78.52","76.96",""
"2023-11-24 23","78.52","76.96",""
"2023-11-24 24","78.52","76.96",""
"2023-11-25 01","77.73","76.59",""
"2023-11-25 02","75.51","74.40",""
"2023-11-25 03","71.67","70.62",""
"2023-11-25 04","71.67","70.62",""
"2023-11-25 05","74.31","73.22",""
"2023-11-25 06","75.53","74.43",""
"2023-11-25 07","75.63","74.52",""
"2023-11-25 08","0.00","0.00",""
"2023-11-25 09","0.00","0.00",""
"2023-11-25 10","0.00","0.00",""
"2023-11-25 11","0.00","0.00",""
"2023-11-25 12","0.00","0.00",""
"2023-11-25 13","0.00","0.00",""
"2023-11-25 14","0.00","0.00",""
"2023-11-25 15","0.00","0.00",""
"2023-11-25 16","0.00","0.00",""
"2023-11-25 17","0.00","0.00",""
"2023-11-25 18","0.00","0.00",""
"2023-11-25 19","0.00","0.00",""
"2023-11-25 20","8.73","8.53",""
"2023-11-25 21","75.26","73.51",""
"2023-11-25 22","77.47","75.67",""
"2023-11-25 23","75.91","74.15",""
"2023-11-25 24","77.33","75.54",""
"2023-11-26 01","77.59","76.67",""
"2023-11-26 02","77.59","76.67",""
"2023-11-26 03","77.54","76.62",""
"2023-11-26 04","76.84","75.92",""
"2023-11-26 05","76.84","75.92",""
"2023-11-26 06","76.84","75.92",""
"2023-11-26 07","75.47","74.57",""
"2023-11-26 08","0.00","0.00",""
"2023-11-26 09","0.00","0.00",""
"2023-11-26 10","0.00","0.00",""
"2023-11-26 11","0.00","0.00",""
"2023-11-26 12","0.00","0.00",""
"2023-11-26 13","0.00","0.00",""
"2023-11-26 14","0.00","0.00",""
"2023-11-26 15","0.00","0.00",""
"2023-11-26 16","0.00","0.00",""
"2023-11-26 17","0.00","0.00",""
"2023-11-26 18","0.00","0.00",""
"2023-11-26 19","0.00","0.00",""
"2023-11-26 20","18.84","18.73",""
"2023-11-26 21","80.36","79.89",""
"2023-11-26 22","124.08","123.35",""
"2023-11-26 23","151.68","150.79",""
"2023-11-26 24","149.96","149.08",""
"2023-11-27 01","112.44","111.60",""
"2023-11-27 02","84.38","83.74",""
"2023-11-27 03","73.16","72.62",""
"2023-11-27 04","73.16","72.62",""
"2023-11-27 05","73.16","72.62",""
"2023-11-27 06","74.10","73.55",""
"2023-11-27 07","76.90","76.32",""
"2023-11-27 08","0.00","0.00",""
"2023-11-27 09","0.00","0.00",""
"2023-11-27 10","0.00","0.00",""
"2023-11-27 11","0.00","0.00",""
"2023-11-27 12","0.00","0.00",""
"2023-11-27 13","0.00","0.00",""
"2023-11-27 14","0.00","0.00",""
"2023-11-27 15","0.00","0.00",""
"2023-11-27 16","0.00","0.00",""
"2023-11-27 17","0.00","0.00",""
"2023-11-27 18","0.00","0.00",""
"2023-11-27 19","0.00","0.00",""
"2023-11-27 20","26.68","26.14",""
"2023-11-27 21","98.69","96.68",""
"2023-11-27 22","140.10","137.25",""
"2023-11-27 23","140.10","137.25",""
"2023-11-27 24","103.85","101.74",""
"2023-11-28 01","72.13","70.65",""
"2023-11-28 02","77.55","75.95",""
"2023-11-28 03","74.40","72.87",""
"2023-11-28 04","72.10","70.61",""
"2023-11-28 05","72.10","70.61",""
"2023-11-28 06","72.10","70.61",""
"2023-11-28 07","77.60","76.00",""
"2023-11-28 08","0.00","0.00",""
"2023-11-28 09","0.00","0.00",""
"2023-11-28 10","0.00","0.00",""
"2023-11-28 11","0.00","0.00",""
"2023-11-28 12","0.00","0.00",""
"2023-11-28 13","0.00","0.00",""
"2023-11-28 14","0.00","0.00",""
"2023-11-28 15","0.00","0.00",""
"2023-11-28 16","0.00","0.00",""
"2023-11-28 17","0.00","0.00",""
"2023-11-28 18","0.00","0.00",""
"2023-11-28 19","0.00","0.00",""
"2023-11-28 20","19.47","18.61",""
"2023-11-28 21","76.75","73.36",""
"2023-11-28 22","66.80","63.85",""
"2023-11-28 23","66.80","63.85",""
"2023-11-28 24","66.24","63.32",""
"2023-11-29 01","59.10","57.11",""
"2023-11-29 02","57.56","55.62",""
"2023-11-29 03","57.72","55.77",""
"2023-11-29 04","63.89","61.74",""
"2023-11-29 05","65.06","62.87",""
"2023-11-29 06","65.06","62.87",""
"2023-11-29 07","65.06","62.87",""
"2023-11-29 08","0.00","0.00",""
"2023-11-29 09","0.00","0.00",""
"2023-11-29 10","0.00","0.00",""
"2023-11-29 11","0.00","0.00",""
"2023-11-29 12","0.00","0.00",""
"2023-11-29 13","0.00","0.00",""
"2023-11-29 14","0.00","0.00",""
"2023-11-29 15","0.00","0.00",""
"2023-11-29 16","0.00","0.00",""
"2023-11-29 17","0.00","0.00",""
"2023-11-29 18","0.00","0.00",""
"2023-11-29 19","0.00","0.00",""
"2023-11-29 20","12.99","12.36",""
"2023-11-29 21","82.60","78.63",""
"2023-11-29 22","89.78","85.46",""
"2023-11-29 23","73.62","70.07",""
"2023-11-29 24","66.43","63.23",""
"2023-11-30 01","78.06","76.47",""
"2023-11-30 02","74.60","73.09",""
"2023-11-30 03","66.92","65.56",""
"2023-11-30 04","76.51","74.95",""
"2023-11-30 05","76.80","75.24",""
"2023-11-30 06","76.80","75.24",""
"2023-11-30 07","78.76","77.16",""
"2023-11-30 08","0.00","0.00",""
"2023-11-30 09","0.00","0.00",""
"2023-11-30 10","0.00","0.00",""
"2023-11-30 11","0.00","0.00",""
"2023-11-30 12","0.00","0.00",""
"2023-11-30 13","0.00","0.00",""
"2023-11-30 14","0.00","0.00",""
"2023-11-30 15","0.00","0.00",""
"2023-11-30 16","0.00","0.00",""
