Hora;G solar;CMg;;
;9,255268914;0,10;;
;9,260736011;0,10;;
;9,176212236;0,70;;
;8,849251878;0,70;;
;8,026820572;0,70;;
;5,886638446;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,183781238;1,47;;
;0,766261574;1,08;;
;2,076848395;0,50;;
;3,803014352;0,60;;
;5,583931309;0,60;;
;5,886334733;0,60;;
;5,417018885;0,10;;
;4,242759326;0,10;;
;2,174077496;0,70;;
;1,400846599;0,70;;
;0,836270043;0,70;;
;6,000929596;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,712300881;1,47;;
;7,990588506;1,08;;
;8,770720542;0,50;;
;9,101133592;0,60;;
;5,679257827;0,60;;
;9,324867347;0,60;;
;6,42030699;0,10;;
;5,87087405;0,10;;
;9,161465429;0,70;;
;8,841036954;0,70;;
;7,962479692;0,70;;
;5,865218743;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,850337453;1,47;;
;8,020112113;1,08;;
;2,984212313;0,50;;
;9,183415733;0,60;;
;5,816634137;0,60;;
;9,379979564;0,60;;
;9,301484849;0,10;;
;9,372930461;0,10;;
;9,3058339;0,70;;
;8,895953403;0,70;;
;8,030288817;0,70;;
;5,926642286;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,854290429;1,47;;
;8,069495217;1,08;;
;8,860058273;0,50;;
;4,352387347;0,60;;
;2,152460405;0,60;;
;9,414016643;0,60;;
;3,250350534;0,10;;
;2,767420252;0,10;;
;1,949688498;0,70;;
;1,105745917;0,70;;
;0,517313499;0,70;;
;5,981008829;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,94068764;1,47;;
;8,144607549;1,08;;
;8,887661374;0,50;;
;9,268736427;0,60;;
;9,404915046;0,60;;
;9,522235174;0,60;;
;9,511378761;0,10;;
;9,542184581;0,10;;
;9,381822597;0,70;;
;9,002369752;0,70;;
;8,198970327;0,70;;
;6,049475946;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,102316607;1,47;;
;8,153027985;1,08;;
;8,91910629;0,50;;
;9,352134457;0,60;;
;9,631188112;0,60;;
;9,502286331;0,60;;
;9,435051268;0,10;;
;9,502788265;0,10;;
;9,332410698;0,70;;
;8,978812935;0,70;;
;8,123024019;0,70;;
;6,037322374;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,187692746;1,47;;
;8,120039588;1,08;;
;8,749015783;0,50;;
;4,74315419;0,60;;
;4,392606302;0,60;;
;5,953956001;0,60;;
;6,441773085;0,10;;
;6,166843821;0,10;;
;3,90328154;0,70;;
;2,741473879;0,70;;
;1,208650377;0,70;;
;6,153905231;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,205924771;1,47;;
;0,726552845;1,08;;
;2,243593408;0,50;;
;9,224942452;0,60;;
;9,586704276;0,60;;
;9,580695423;0,60;;
;9,687796909;0,10;;
;9,613525012;0,10;;
;9,529077651;0,70;;
;9,195524943;0,70;;
;8,345843124;0,70;;
;6,259712942;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,256769851;1,47;;
;8,033280454;1,08;;
;1,90639588;0,50;;
;1,725751855;0,60;;
;0,844162528;0,60;;
;0,697624692;0,60;;
;0,698921316;0,10;;
;2,629815319;0,10;;
;1,022216787;0,70;;
;1,47171475;0,70;;
;1,040652637;0,70;;
;6,056488188;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,382377825;1,47;;
;8,307440622;1,08;;
;8,935026321;0,50;;
;9,251648869;0,60;;
;9,59573641;0,60;;
;9,591826429;0,60;;
;9,560770411;0,10;;
;9,536793235;0,10;;
;9,381970378;0,70;;
;9,041116832;0,70;;
;8,244843334;0,70;;
;6,180178204;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,463999816;1,47;;
;8,315988801;1,08;;
;8,887433921;0,50;;
;9,203452653;0,60;;
;9,521476526;0,60;;
;9,526153305;0,60;;
;9,454719186;0,10;;
;6,079554705;0,10;;
;4,675685611;0,70;;
;8,935681719;0,70;;
;8,156962389;0,70;;
;6,215215597;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,549100572;1,47;;
;8,3031767;1,08;;
;9,052743187;0,50;;
;9,349902624;0,60;;
;9,441308317;0,60;;
;9,496425301;0,60;;
;9,474710093;0,10;;
;9,431486528;0,10;;
;9,267397076;0,70;;
;8,865735803;0,70;;
;8,03127637;0,70;;
;6,139110255;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,132659379;1,47;;
;0,813166355;1,08;;
;0,952679737;0,50;;
;4,043353642;0,60;;
;9,430247211;0,60;;
;9,377028468;0,60;;
;5,990305149;0,10;;
;5,973803019;0,10;;
;9,081823239;0,70;;
;2,095427597;0,70;;
;1,018528436;0,70;;
;6,058198882;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,357756316;1,47;;
;0,625651848;1,08;;
;0,884109963;0,50;;
;4,544132047;0,60;;
;5,488811839;0,60;;
;5,91484178;0,60;;
;3,885910053;0,10;;
;5,097012728;0,10;;
;4,429776298;0,70;;
;8,979182218;0,70;;
;8,155578309;0,70;;
;6,140492516;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,369498033;1,47;;
;1,485011892;1,08;;
;2,521841177;0,50;;
;4,218835312;0,60;;
;9,468401884;0,60;;
;9,462160839;0,60;;
;9,472663014;0,10;;
;9,482988768;0,10;;
;9,439172415;0,70;;
;9,01102417;0,70;;
;8,171801897;0,70;;
;6,236893507;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,227640854;1,47;;
;1,19339539;1,08;;
;2,917439179;0,50;;
;4,132960693;0,60;;
;5,372318891;0,60;;
;6,519310396;0,60;;
;9,495037286;0,10;;
;9,488743334;0,10;;
;4,955697291;0,70;;
;8,961129148;0,70;;
;8,15908591;0,70;;
;6,238547232;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,6056426;1,47;;
;8,187610542;1,08;;
;8,927168371;0,50;;
;9,241648966;0,60;;
;9,42211509;0,60;;
;9,424036357;0,60;;
;9,48127572;0,10;;
;9,358365504;0,10;;
;9,312589542;0,70;;
;8,897795393;0,70;;
;8,094485525;0,70;;
;6,207385172;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,521511178;1,47;;
;8,100073555;1,08;;
;8,841435103;0,50;;
;9,164346555;0,60;;
;9,216421221;0,60;;
;9,336784483;0,60;;
;9,460927586;0,10;;
;9,446568183;0,10;;
;9,367832576;0,70;;
;8,992545565;0,70;;
;8,149820867;0,70;;
;6,298821691;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,21317445;1,47;;
;1,092801504;1,08;;
;8,891222574;0,50;;
;9,464129176;0,60;;
;9,689967656;0,60;;
;9,547727628;0,60;;
;9,446363052;0,10;;
;9,556043968;0,10;;
;9,426621949;0,70;;
;9,025591524;0,70;;
;8,217653611;0,70;;
;6,329659788;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,509132014;1,47;;
;8,090298497;1,08;;
;8,844427473;0,50;;
;9,223515124;0,60;;
;9,355932164;0,60;;
;9,406380321;0,60;;
;9,450219547;0,10;;
;9,328312663;0,10;;
;4,339236534;0,70;;
;3,270406744;0,70;;
;1,764716546;0,70;;
;6,1962527;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,562021761;1,47;;
;8,142922887;1,08;;
;3,248315399;0,50;;
;3,697127562;0,60;;
;9,200356173;0,60;;
;9,278976967;0,60;;
;9,4790898;0,10;;
;9,315842348;0,10;;
;9,215274352;0,70;;
;8,770785929;0,70;;
;7,935834094;0,70;;
;6,17786863;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,609795376;1,47;;
;8,257948529;1,08;;
;8,941557076;0,50;;
;9,34455526;0,60;;
;9,527558509;0,60;;
;9,470304678;0,60;;
;9,490446934;0,10;;
;9,490425204;0,10;;
;9,299005144;0,70;;
;2,510186972;0,70;;
;1,487914846;0,70;;
;6,23719526;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,335074199;1,47;;
;0,997553995;1,08;;
;1,684416913;0,50;;
;1,712154103;0,60;;
;3,052704348;0,60;;
;6,768979313;0,60;;
;9,550720703;0,10;;
;9,559081617;0,10;;
;9,337902022;0,70;;
;8,895618766;0,70;;
;8,045178624;0,70;;
;6,253297451;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,273515426;1,47;;
;1,180277983;1,08;;
;1,290333991;0,50;;
;2,715316438;0,60;;
;9,087497625;0,60;;
;9,42754434;0,60;;
;9,516488688;0,10;;
;9,554685185;0,10;;
;9,411533539;0,70;;
;8,960232463;0,70;;
;8,108828303;0,70;;
;6,338138815;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;6,688139659;1,47;;
;8,256869417;1,08;;
;8,914640396;0,50;;
;9,311742057;0,60;;
;9,582820876;0,60;;
;9,554946693;0,60;;
;9,543794549;0,10;;
;9,370176797;0,10;;
;9,190032125;0,70;;
;8,851338186;0,70;;
;1,219047329;0,70;;
;6,222182405;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,325061507;1,47;;
;1,020111047;1,08;;
;1,379895241;0,50;;
;3,548709493;0,60;;
;9,437036823;0,60;;
;9,464094078;0,60;;
;9,536913279;0,10;;
;9,518543692;0,10;;
;9,374381381;0,70;;
;8,958815132;0,70;;
;8,10772966;0,70;;
;6,373061452;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;0,258492841;0,59;;
;0,543007981;0,30;;
;0,98801275;0,30;;
;1,809479488;0,00;;
;4,303613361;0,00;;
;5,838627435;0,00;;
;6,633801417;0,00;;
;3,10993133;0,00;;
;2,841665978;0,00;;
;8,858731331;0,00;;
;8,041806916;0,00;;
;6,299929359;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;0,290063258;0,59;;
;0,893137937;0,30;;
;1,77556344;0,30;;
;4,178502461;0,00;;
;2,981108572;0,00;;
;6,143263045;0,00;;
;9,53930416;0,00;;
;9,597530794;0,00;;
;9,36968369;0,00;;
;8,965022503;0,00;;
;8,063454015;0,00;;
;6,333486332;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;0,333964755;0,59;;
;0,79792121;0,30;;
;1,547639004;0,30;;
;1,382987025;0,00;;
;3,747098547;0,00;;
;9,51948134;0,00;;
;9,709605707;0,00;;
;9,524575699;0,00;;
;9,411453162;0,00;;
;9,01871024;0,00;;
;8,144083152;0,00;;
;6,341091645;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;6,618264235;0,59;;
;8,134367291;0,30;;
;8,790602559;0,30;;
;9,260560578;0,00;;
;9,602319283;0,00;;
;9,756187795;0,00;;
;9,699393539;0,00;;
;9,648989194;0,00;;
;9,442327076;0,00;;
;9,069366151;0,00;;
;8,211339423;0,00;;
;6,446705167;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;6,91480402;0,59;;
;8,320405369;0,30;;
;8,979461437;0,30;;
;9,488314275;0,00;;
;9,643426208;0,00;;
;9,700506381;0,00;;
;9,648881122;0,00;;
;9,563783397;0,00;;
;9,29530427;0,00;;
;8,963208828;0,00;;
;8,18078995;0,00;;
;6,515597169;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;6,807635116;0,59;;
;8,160217042;0,30;;
;8,952740257;0,30;;
;9,362769677;0,00;;
;9,549759223;0,00;;
;9,545502055;0,00;;
;9,654900636;0,00;;
;9,590052477;0,00;;
;9,298014418;0,00;;
;8,830093706;0,00;;
;8,065922482;0,00;;
;6,437264943;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,015;0,59;;
;0,334493256;0,59;;
;0,748054264;0,30;;
;1,901464362;0,30;;
;2,563299336;0,00;;
;9,547261172;0,00;;
;9,488651422;0,00;;
;9,633428011;0,00;;
;9,46948486;0,00;;
;9,391622516;0,00;;
;8,95105252;0,00;;
;8,111616388;0,00;;
;6,386859893;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,261601976;0,59;;
;6,823290565;0,59;;
;8,310828843;0,30;;
;8,949029851;0,30;;
;9,310233449;0,00;;
;9,4061308;0,00;;
;6,464380212;0,00;;
;9,488805281;0,00;;
;9,505992619;0,00;;
;9,312202265;0,00;;
;8,872079688;0,00;;
;8,01136694;0,00;;
;6,352117131;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,01277423;0,59;;
;0,350345854;0,59;;
;0,694060347;0,30;;
;1,417135532;0,30;;
;1,785329473;0,00;;
;3,593069802;0,00;;
;3,096323171;0,00;;
;9,520136696;0,00;;
;9,370221357;0,00;;
;9,201297051;0,00;;
;8,881011576;0,00;;
;8,021626009;0,00;;
;6,392015649;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,014572253;0,59;;
;0,274114969;0,59;;
;0,630102894;0,30;;
;1,237451887;0,30;;
;0,905280707;0,00;;
;2,850980729;0,00;;
;4,966172518;0,00;;
;9,552879675;0,00;;
;9,462934899;0,00;;
;9,303150531;0,00;;
;8,910232683;0,00;;
;8,051284311;0,00;;
;6,471744195;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,406495211;0,59;;
;6,803060021;0,59;;
;8,23106768;0,30;;
;8,898768859;0,30;;
;9,348750227;0,00;;
;9,669112751;0,00;;
;9,783127898;0,00;;
;9,757091121;0,00;;
;9,808333885;0,00;;
;9,591488168;0,00;;
;9,108355519;0,00;;
;8,345134043;0,00;;
;6,657768948;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,643581314;0,59;;
;7,009457444;0,59;;
;8,414741712;0,30;;
;9,004606676;0,30;;
;9,45277898;0,00;;
;9,594300578;0,00;;
;9,631960776;0,00;;
;9,641988134;0,00;;
;9,540100261;0,00;;
;9,467178685;0,00;;
;9,039104725;0,00;;
;8,217065504;0,00;;
;6,60038657;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,771117262;0,59;;
;6,933831347;0,59;;
;8,242733744;0,30;;
;8,963318973;0,30;;
;9,379811533;0,00;;
;9,52465014;0,00;;
;9,67248883;0,00;;
;9,60600841;0,00;;
;9,523390123;0,00;;
;9,272051659;0,00;;
;8,910513509;0,00;;
;8,077975696;0,00;;
;6,547327397;0,00;;
;-0,015;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,011615657;0,59;;
;0,312146819;0,59;;
;0,911419546;0,30;;
;2,82034607;0,30;;
;9,338635555;0,00;;
;9,577805865;0,00;;
;9,687093891;0,00;;
;9,575058137;0,00;;
;9,511562769;0,00;;
;9,325317994;0,00;;
;8,867678984;0,00;;
;8,056541342;0,00;;
;6,544730172;0,00;;
;2,125415459;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,014028833;0,59;;
;0,349415567;0,59;;
;1,04767922;0,30;;
;1,681929833;0,30;;
;1,868742831;0,00;;
;9,438337861;0,00;;
;9,647767292;0,00;;
;9,590375311;0,00;;
;9,462683587;0,00;;
;4,81343016;0,00;;
;8,858238112;0,00;;
;8,043790441;0,00;;
;6,483420835;0,00;;
;2,157750123;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;0,003992313;0,59;;
;0,308754961;0,59;;
;1,298917959;0,30;;
;1,669074949;0,30;;
;2,285915184;0,00;;
;9,348451746;0,00;;
;9,547051487;0,00;;
;7,26238124;0,00;;
;6,755304343;0,00;;
;9,309418283;0,00;;
;8,874717878;0,00;;
;8,041017458;0,00;;
;6,474226354;0,00;;
;2,23650093;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;-0,004426416;0,59;;
;0,439479808;0,59;;
;1,184228406;0,30;;
;2,236756741;0,30;;
;9,232432924;0,00;;
;9,450484622;0,00;;
;9,491511875;0,00;;
;9,48864282;0,00;;
;9,369558838;0,00;;
;9,205003184;0,00;;
;8,77532563;0,00;;
;7,977916205;0,00;;
;6,439366749;0,00;;
;2,287993511;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,713471177;0,59;;
;6,68813502;0,59;;
;8,035690202;0,30;;
;8,738216311;0,30;;
;9,342010055;0,00;;
;9,570820204;0,00;;
;9,6231656;0,00;;
;9,600856236;0,00;;
;9,355196628;0,00;;
;9,285836958;0,00;;
;8,8589008;0,00;;
;8,01516538;0,00;;
;6,488814747;0,00;;
;2,408876193;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;2,835547219;0,59;;
;6,808483969;0,59;;
;8,2251242;0,30;;
;8,883698598;0,30;;
;9,454791581;0,00;;
;9,686995944;0,00;;
;9,812848443;0,00;;
;9,761738302;0,00;;
;9,606731564;0,00;;
;9,485802447;0,00;;
;9,061091396;0,00;;
;8,243264036;0,00;;
;6,658612118;0,00;;
;2,597494546;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
;-0,015;74,09;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,94;;
;-0,015;71,87;;
;3,054994095;0,59;;
;6,961933265;0,59;;
;8,356710832;0,30;;
;8,965421611;0,30;;
;9,489479772;0,00;;
;9,70092148;0,00;;
;9,843312405;0,00;;
;7,655833907;0,00;;
;5,828623627;0,00;;
;6,021206773;0,00;;
;9,023914688;0,00;;
;8,198828201;0,00;;
;6,731276064;0,00;;
;2,845303523;82,03;;
;-0,015;110,95;;
;-0,015;112,02;;
;-0,015;112,02;;
;-0,015;80,60;;
;-0,015;75,37;;
