Hora;G solar;CMg;;
;0,399574211;52,47;;
;0,858671841;20,90;;
;0,836716461;7,23;;
;1,021599012;7,25;;
;2,078827787;7,25;;
;8,918647295;7,24;;
;8,928805061;7,22;;
;8,906052423;7,20;;
;8,627563636;7,20;;
;7,852569039;46,52;;
;5,605362588;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,217028943;52,47;;
;0,686926058;20,90;;
;1,469518057;7,23;;
;8,766950262;7,25;;
;8,832715848;7,25;;
;8,878855227;7,24;;
;8,878373556;7,22;;
;8,819319631;7,20;;
;8,580246774;7,20;;
;7,824550571;46,52;;
;5,520822371;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,225620525;52,47;;
;0,539770221;20,90;;
;0,751115956;7,23;;
;1,586104567;7,25;;
;1,640771862;7,25;;
;3,623957451;7,24;;
;8,854213206;7,22;;
;8,812096279;7,20;;
;8,594641811;7,20;;
;7,803204548;46,52;;
;5,416057208;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;7,030548051;52,47;;
;8,351104061;20,90;;
;8,750237685;7,23;;
;8,834968805;7,25;;
;8,821494086;7,25;;
;8,780132338;7,24;;
;8,859285736;7,22;;
;8,792491661;7,20;;
;8,567320622;7,20;;
;7,778519574;46,52;;
;5,347929592;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,276441478;52,47;;
;0,646998844;20,90;;
;1,873818083;7,23;;
;3,796859184;7,25;;
;8,860805794;7,25;;
;8,815969469;7,24;;
;8,860012458;7,22;;
;8,896742086;7,20;;
;8,688390865;7,20;;
;7,905396515;46,52;;
;5,371485747;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,21161065;52,47;;
;0,484990822;20,90;;
;0,756867673;7,23;;
;8,878722901;7,25;;
;8,729652988;7,25;;
;8,784681852;7,24;;
;8,823716908;7,22;;
;8,854709978;7,20;;
;8,590574996;7,20;;
;0,606599549;46,52;;
;5,249686709;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,207410014;52,47;;
;0,5264125;20,90;;
;0,941548336;7,23;;
;8,633835168;7,25;;
;8,769628724;7,25;;
;8,760842432;7,24;;
;8,812282359;7,22;;
;8,752390678;7,20;;
;8,55011546;7,20;;
;7,752850347;46,52;;
;5,112377875;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,868610549;52,47;;
;8,231897031;20,90;;
;8,612480035;7,23;;
;8,716403241;7,25;;
;8,752129903;7,25;;
;8,692831462;7,24;;
;8,740555906;7,22;;
;8,675165936;7,20;;
;8,457378848;7,20;;
;7,653705873;46,52;;
;5,00980172;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,353500163;52,47;;
;1,097813201;20,90;;
;8,689964057;7,23;;
;8,720240882;7,25;;
;8,766938488;7,25;;
;8,757419762;7,24;;
;8,751458204;7,22;;
;8,739433108;7,20;;
;8,527721559;7,20;;
;7,710017472;46,52;;
;4,95566091;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,795472166;52,47;;
;8,034779008;20,90;;
;8,553970939;7,23;;
;8,651386403;7,25;;
;8,698358955;7,25;;
;8,653820336;7,24;;
;8,666064762;7,22;;
;8,637684443;7,20;;
;8,422490631;7,20;;
;7,602488999;46,52;;
;4,809255964;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,251486451;52,47;;
;0,711295926;20,90;;
;1,666552277;7,23;;
;8,462927563;7,25;;
;8,386587604;7,25;;
;8,551084597;7,24;;
;8,657428874;7,22;;
;8,715319686;7,20;;
;8,466421614;7,20;;
;7,679296866;46,52;;
;4,741372088;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,723820267;52,47;;
;8,094277504;20,90;;
;8,38514829;7,23;;
;8,253669335;7,25;;
;8,502173701;7,25;;
;8,486992815;7,24;;
;8,57291669;7,22;;
;8,585346083;7,20;;
;8,348757937;7,20;;
;7,536286134;46,52;;
;4,613160577;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,188431915;52,47;;
;0,49894432;20,90;;
;0,73456653;7,23;;
;1,322979996;7,25;;
;2,08466658;7,25;;
;8,489906233;7,24;;
;8,542757229;7,22;;
;8,550403154;7,20;;
;8,309969287;7,20;;
;7,516802886;46,52;;
;4,478833452;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,574108818;52,47;;
;8,006526304;20,90;;
;8,412670083;7,23;;
;8,477511867;7,25;;
;8,487465743;7,25;;
;8,438500544;7,24;;
;8,51883966;7,22;;
;8,556487336;7,20;;
;8,304995338;7,20;;
;7,384467323;46,52;;
;4,308779777;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,560213698;52,47;;
;8,040296249;20,90;;
;8,469676112;7,23;;
;8,464998868;7,25;;
;8,432631941;7,25;;
;8,468205563;7,24;;
;8,456748014;7,22;;
;8,502305308;7,20;;
;8,262892484;7,20;;
;7,355120997;46,52;;
;4,134166702;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,458427533;52,47;;
;0,90503928;20,90;;
;1,872455973;7,23;;
;3,291202719;7,25;;
;4,552476688;7,25;;
;8,426012207;7,24;;
;8,445891193;7,22;;
;8,411192046;7,20;;
;2,132963056;7,20;;
;0,547632487;46,52;;
;3,996357654;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,618280311;52,47;;
;8,054398474;20,90;;
;8,313066119;7,23;;
;8,435657619;7,25;;
;8,444671364;7,25;;
;8,452378304;7,24;;
;8,501457498;7,22;;
;8,47401236;7,20;;
;8,254017411;7,20;;
;7,396462581;46,52;;
;4,017012589;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,750761201;52,47;;
;8,214297584;20,90;;
;8,551047228;7,23;;
;8,58916999;7,25;;
;8,610977194;7,25;;
;8,580472831;7,24;;
;8,590717842;7,22;;
;8,603181035;7,20;;
;8,360816764;7,20;;
;7,47046984;46,52;;
;4,016634069;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,180859007;52,47;;
;0,439593676;20,90;;
;0,673393708;7,23;;
;2,702318018;7,25;;
;3,310813485;7,25;;
;8,478236502;7,24;;
;8,571632997;7,22;;
;8,556662671;7,20;;
;8,330033534;7,20;;
;7,404567924;46,52;;
;3,799755863;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,264891467;52,47;;
;0,673194217;20,90;;
;1,262262461;7,23;;
;1,812382343;7,25;;
;3,586700225;7,25;;
;3,675186381;7,24;;
;3,258950831;7,22;;
;8,485632736;7,20;;
;8,256845501;7,20;;
;7,327024014;46,52;;
;3,590609698;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,45286262;52,47;;
;7,9950315;20,90;;
;8,309788184;7,23;;
;8,388747098;7,25;;
;8,406230069;7,25;;
;8,405018786;7,24;;
;8,424993646;7,22;;
;8,450630736;7,20;;
;8,194715768;7,20;;
;7,270919746;46,52;;
;3,481550803;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,58992103;52,47;;
;8,085353527;20,90;;
;8,426316921;7,23;;
;8,424873588;7,25;;
;8,411742968;7,25;;
;8,377321602;7,24;;
;8,474873763;7,22;;
;8,495785087;7,20;;
;8,264958064;7,20;;
;7,343443821;46,52;;
;3,437892073;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,21471167;52,47;;
;0,54983726;20,90;;
;1,090179729;7,23;;
;8,511510295;7,25;;
;8,459006541;7,25;;
;8,422957355;7,24;;
;8,449885513;7,22;;
;8,476005783;7,20;;
;8,219845101;7,20;;
;7,267359758;46,52;;
;3,263474836;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,164433686;52,47;;
;0,526268188;20,90;;
;0,671757695;7,23;;
;2,259813909;7,25;;
;8,387328202;7,25;;
;8,354286897;7,24;;
;8,451373661;7,22;;
;8,307248352;7,20;;
;8,243956337;7,20;;
;7,168398938;46,52;;
;3,073353473;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,299565781;52,47;;
;0,652127258;20,90;;
;0,433775373;7,23;;
;1,139458864;7,25;;
;1,480794053;7,25;;
;0,752615088;7,24;;
;2,546455884;7,22;;
;1,864242586;7,20;;
;7,988089299;7,20;;
;6,992060547;46,52;;
;2,773185563;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,211103724;52,47;;
;0,819962002;20,90;;
;8,180780277;7,23;;
;8,228827781;7,25;;
;8,111776621;7,25;;
;8,176056231;7,24;;
;8,238196018;7,22;;
;8,261191225;7,20;;
;8,03460796;7,20;;
;7,026205021;46,52;;
;2,654434737;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,062541122;52,47;;
;7,726743177;20,90;;
;8,168922647;7,23;;
;8,273371872;7,25;;
;8,11469008;7,25;;
;8,12171531;7,24;;
;8,183866378;7,22;;
;8,254451602;7,20;;
;7,99586817;7,20;;
;6,96976221;46,52;;
;2,501706212;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,240481298;52,47;;
;0,767459363;20,90;;
;1,348402804;7,23;;
;8,224950614;7,25;;
;8,205837143;7,25;;
;8,159487063;7,24;;
;8,211682648;7,22;;
;8,219378518;7,20;;
;7,974186861;7,20;;
;6,96412766;46,52;;
;2,376426435;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;0,12559131;52,47;;
;0,380055231;20,90;;
;0,426186728;7,23;;
;0,83491449;7,25;;
;1,155496302;7,25;;
;3,595477492;7,24;;
;8,22787441;7,22;;
;8,28996621;7,20;;
;7,977162902;7,20;;
;6,964989035;46,52;;
;2,23299299;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;133,30;;
;-0,015;130,74;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,62;;
;-0,015;130,92;;
;-0,015;45,33;;
;6,035407621;52,47;;
;0,465348314;20,90;;
;1,374058367;7,23;;
;8,181331382;7,25;;
;8,150291496;7,25;;
;8,15992;7,24;;
;8,233820752;7,22;;
;8,231449288;7,20;;
;7,967452033;7,20;;
;6,916617639;46,52;;
;2,082227923;46,84;;
;-0,015;131,56;;
;-0,015;131,66;;
;-0,015;131,66;;
;-0,015;132,76;;
;-0,015;133,26;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,1892052;36,54;;
;0,513585085;15,98;;
;0,749468309;9,29;;
;7,970881669;8,69;;
;8,000826748;8,69;;
;7,998120534;8,68;;
;8,033691928;8,67;;
;8,110302321;9,22;;
;7,829043512;9,22;;
;6,772161105;46,05;;
;1,863020995;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;6,010711395;36,54;;
;7,690894595;15,98;;
;8,009529321;9,29;;
;8,032014006;8,69;;
;8,062591329;8,69;;
;3,21360593;8,68;;
;2,843342842;8,67;;
;2,04551712;9,22;;
;1,473160989;9,22;;
;0,351580771;46,05;;
;1,701410303;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,994502288;36,54;;
;7,706467101;15,98;;
;8,076346902;9,29;;
;8,174700127;8,69;;
;8,164602715;8,69;;
;8,18377173;8,68;;
;8,246891696;8,67;;
;8,262202891;9,22;;
;7,988615247;9,22;;
;6,914539382;46,05;;
;1,615551675;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;6,116292949;36,54;;
;7,735858931;15,98;;
;8,158141479;9,29;;
;8,170998775;8,69;;
;8,149377439;8,69;;
;8,110159687;8,68;;
;8,163600525;8,67;;
;8,215525408;9,22;;
;7,965506229;9,22;;
;6,87592852;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,159960445;36,54;;
;0,736364016;15,98;;
;1,656945475;9,29;;
;8,225723179;8,69;;
;8,115301088;8,69;;
;8,155800375;8,68;;
;8,186601908;8,67;;
;8,276897594;9,22;;
;8,046197651;9,22;;
;6,97153437;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;6,096340144;36,54;;
;1,03369766;15,98;;
;1,686379666;9,29;;
;8,053183157;8,69;;
;7,954993789;8,69;;
;7,934487918;8,68;;
;8,005170032;8,67;;
;8,112042472;9,22;;
;7,881605828;9,22;;
;6,742916464;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,04541873;36,54;;
;0,904233534;15,98;;
;1,832060583;9,29;;
;2,74059358;8,69;;
;7,715676924;8,69;;
;7,708158729;8,68;;
;8,019676638;8,67;;
;8,047031783;9,22;;
;7,805851959;9,22;;
;6,628913797;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,751901679;36,54;;
;7,525269193;15,98;;
;7,934219585;9,29;;
;7,980600477;8,69;;
;7,889840874;8,69;;
;7,858720907;8,68;;
;7,95846704;8,67;;
;8,005667538;9,22;;
;7,751539692;9,22;;
;6,615031735;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,705414196;36,54;;
;7,607437664;15,98;;
;8,018971195;9,29;;
;7,920156379;8,69;;
;7,810516921;8,69;;
;7,805316732;8,68;;
;7,907976184;8,67;;
;7,939696159;9,22;;
;1,37060834;9,22;;
;6,485250839;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,826358571;36,54;;
;7,67676046;15,98;;
;7,91306455;9,29;;
;8,066673134;8,69;;
;7,925159898;8,69;;
;7,894843688;8,68;;
;7,984215192;8,67;;
;8,014931059;9,22;;
;7,796920777;9,22;;
;6,696319174;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,88717521;36,54;;
;7,707587643;15,98;;
;2,166513627;9,29;;
;2,854026571;8,69;;
;3,93766111;8,69;;
;7,963840434;8,68;;
;8,025392312;8,67;;
;2,874040787;9,22;;
;7,824870783;9,22;;
;6,66471098;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,113048613;36,54;;
;0,379131768;15,98;;
;0,406404731;9,29;;
;0,656027269;8,69;;
;1,056568888;8,69;;
;2,368886581;8,68;;
;7,96370753;8,67;;
;8,024309858;9,22;;
;7,755067543;9,22;;
;6,533504419;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,150471699;36,54;;
;0,531708648;15,98;;
;1,220967228;9,29;;
;2,362923401;8,69;;
;7,875280458;8,69;;
;7,85466244;8,68;;
;7,983399589;8,67;;
;7,985715396;9,22;;
;7,69744096;9,22;;
;6,48718044;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,080732536;36,54;;
;0,391994197;15,98;;
;0,374250338;9,29;;
;0,679846158;8,69;;
;1,171865966;8,69;;
;1,15408801;8,68;;
;0,544312121;8,67;;
;0,602174999;9,22;;
;1,218235139;9,22;;
;6,386185191;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,093819696;36,54;;
;0,445900066;15,98;;
;0,743866432;9,29;;
;7,772491938;8,69;;
;7,585904898;8,69;;
;7,624925613;8,68;;
;7,810627066;8,67;;
;7,891888404;9,22;;
;7,643870405;9,22;;
;6,402604096;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,515627117;36,54;;
;7,48991273;15,98;;
;7,795556297;9,29;;
;7,725647115;8,69;;
;7,635379054;8,69;;
;7,697565305;8,68;;
;7,821593722;8,67;;
;7,910671765;9,22;;
;7,65359828;9,22;;
;6,394666318;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,091459104;36,54;;
;0,357721796;15,98;;
;0,63809671;9,29;;
;0,946666766;8,69;;
;7,759222378;8,69;;
;7,757092934;8,68;;
;7,81815619;8,67;;
;7,846093617;9,22;;
;7,615120477;9,22;;
;6,36101997;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
