Hora;G solar;;
8;-0,015;;
9;0,804228242;;
10;1,56202336;;
11;18,404432;;
12;18,46669724;;
13;18,26145822;;
14;18,53100336;;
15;18,88633412;;
16;18,37940958;;
17;15,36293741;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;1,067005733;;
10;18,7409002;;
11;18,92610075;;
12;18,46735232;;
13;6,138841506;;
14;5,092056117;;
15;2,026478534;;
16;1,777490059;;
17;15,18448788;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;1,058423675;;
10;3,058659574;;
11;4,866578728;;
12;5,108523382;;
13;4,006157065;;
14;4,12418246;;
15;3,181943219;;
16;0,460676139;;
17;14,8057534;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,870235777;;
10;3,130418692;;
11;18,7434067;;
12;18,48401837;;
13;18,27689048;;
14;18,50562233;;
15;4,536125349;;
16;18,16838957;;
17;15,23463831;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,051314378;;
9;17,29341795;;
10;18,72643958;;
11;18,41856586;;
12;17,98323569;;
13;18,09147659;;
14;18,46058897;;
15;18,67677804;;
16;18,24142531;;
17;15,46330946;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;1,118511505;;
10;1,495648734;;
11;3,468169505;;
12;3,536600586;;
13;5,389808977;;
14;6,982376675;;
15;0,899430091;;
16;2,603331082;;
17;15,53912134;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,002023313;;
9;1,698523332;;
10;3,539125521;;
11;18,79472545;;
12;18,38106792;;
13;18,25660555;;
14;18,49000079;;
15;18,85411065;;
16;18,39712977;;
17;15,57426952;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,694727124;;
10;2,828290744;;
11;4,2235354;;
12;6,195408112;;
13;4,074206743;;
14;3,39049819;;
15;3,488995008;;
16;2,277584172;;
17;15,61488014;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;1,369456458;;
10;1,704235326;;
11;1,22992165;;
12;1,721990952;;
13;1,262216759;;
14;1,115180507;;
15;1,741400479;;
16;0,999284119;;
17;0,336087917;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,477354325;;
10;18,7955887;;
11;18,77168626;;
12;18,49910989;;
13;18,58983811;;
14;18,78615316;;
15;18,99267995;;
16;18,48421985;;
17;15,68876111;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,061874523;;
9;17,75064602;;
10;19,23260523;;
11;19,03931708;;
12;18,55400504;;
13;18,72698064;;
14;18,87882782;;
15;19,03620829;;
16;18,47254468;;
17;15,6919315;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,069387917;;
9;18,01228614;;
10;19,48369698;;
11;19,25349321;;
12;18,70577771;;
13;8,270385121;;
14;8,267015662;;
15;4,386662695;;
16;2,711398349;;
17;16,03887435;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,07409502;;
9;18,12480553;;
10;19,60750575;;
11;19,36866767;;
12;18,76802008;;
13;19,12321925;;
14;19,32754854;;
15;19,49541822;;
16;18,95615679;;
17;16,33905887;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,079311884;;
9;18,01064796;;
10;19,24421091;;
11;19,12227493;;
12;18,84423156;;
13;18,76271995;;
14;19,02027176;;
15;19,24254327;;
16;18,66043765;;
17;16,12326695;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,083719054;;
9;17,87950703;;
10;19,22476233;;
11;19,40978964;;
12;19,08395168;;
13;18,84986931;;
14;19,00746797;;
15;19,35103276;;
16;18,8972032;;
17;16,17925562;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,609350675;;
10;2,246414765;;
11;1,964220663;;
12;3,345298427;;
13;2,193167101;;
14;3,220856751;;
15;4,023132292;;
16;18,74977849;;
17;16,13584421;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,092568893;;
9;18,23075647;;
10;19,66857549;;
11;19,32951083;;
12;19,14161377;;
13;19,07341504;;
14;19,27831035;;
15;19,43683873;;
16;18,97541966;;
17;16,44416955;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,057265177;;
9;1,4392126;;
10;2,362384621;;
11;4,943368398;;
12;4,658279097;;
13;8,376849393;;
14;8,090258097;;
15;19,88019836;;
16;19,38226005;;
17;16,73362281;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,008557033;;
9;0,336809055;;
10;0,663749425;;
11;3,012335166;;
12;4,674367284;;
13;2,575169191;;
14;4,352427747;;
15;6,112483729;;
16;18,87372828;;
17;16,35512178;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,105835633;;
9;18,16822825;;
10;19,41919961;;
11;19,45874978;;
12;19,22880822;;
13;19,17403667;;
14;19,41113373;;
15;19,63643747;;
16;19,21918574;;
17;16,74172426;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,111661601;;
9;18,53696191;;
10;19,79929868;;
11;19,49428085;;
12;19,14159181;;
13;19,58824341;;
14;19,80112535;;
15;19,82516541;;
16;19,20557729;;
17;1,080447468;;
18;4,199668538;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,054352282;;
9;1,08615851;;
10;2,841088299;;
11;19,35586399;;
12;19,31626238;;
13;19,41692554;;
14;19,66363765;;
15;19,89848099;;
16;19,50675989;;
17;17,1921483;;
18;4,722330294;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,13999528;;
9;1,096514258;;
10;2,194076032;;
11;20,00814723;;
12;19,56716218;;
13;19,31792563;;
14;19,53067138;;
15;19,74825313;;
16;19,32382112;;
17;16,90277775;;
18;4,725045949;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,125244278;;
9;0,934467506;;
10;1,959351959;;
11;19,92895002;;
12;19,63860532;;
13;19,45789871;;
14;19,65808603;;
15;19,84530834;;
16;19,42437936;;
17;16,92036772;;
18;4,838315626;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,236840031;;
9;18,7797036;;
10;4,543550363;;
11;19,73310895;;
12;19,47242807;;
13;19,48266332;;
14;19,69900063;;
15;6,074930687;;
16;3,56208183;;
17;1,260962523;;
18;5,410313042;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,87842675;;
9;18,98014221;;
10;20,0176201;;
11;20,80323727;;
12;20,37558954;;
13;20,08801728;;
14;20,29861577;;
15;20,48625115;;
16;20,11350462;;
17;17,83015554;;
18;6,122430117;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,10522036;;
9;0,579325021;;
10;0,700065435;;
11;1,406102967;;
12;1,541065798;;
13;2,137587829;;
14;6,459278132;;
15;3,036056009;;
16;3,176606002;;
17;0,866839067;;
18;5,766838084;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,7882343;;
9;18,97914969;;
10;20,22492492;;
11;19,98142328;;
12;19,87917828;;
13;19,65533938;;
14;19,87991204;;
15;20,00486136;;
16;19,58648562;;
17;17,29110749;;
18;6,045432385;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,87765605;;
9;18,73869712;;
10;19,92267275;;
11;19,98117859;;
12;19,87061385;;
13;19,69336069;;
14;19,85999737;;
15;19,98788056;;
16;19,44509783;;
17;17,09284115;;
18;6,364058797;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,63137762;;
9;18,54240725;;
10;19,63226727;;
11;19,75829146;;
12;19,39561203;;
13;19,25965552;;
14;19,42671371;;
15;19,61257526;;
16;19,10304205;;
17;16,91326616;;
18;6,453252032;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,075731541;;
9;1,18521677;;
10;5,085557873;;
11;4,656515806;;
12;7,195198754;;
13;9,11192031;;
14;8,072136825;;
15;5,777637035;;
16;3,386313573;;
17;1,310243894;;
18;0,047335252;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,419214865;;
9;18,82846319;;
10;20,3393966;;
11;7,050829825;;
12;8,967611662;;
13;7,076862392;;
14;6,333138701;;
15;7,132943774;;
16;4,172861954;;
17;1,590823262;;
18;0,060828281;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,229802449;;
9;1,287929862;;
10;1,310340769;;
11;1,297752829;;
12;1,222662855;;
13;1,364463029;;
14;2,17186709;;
15;4,100790633;;
16;2,847222872;;
17;0,917460304;;
18;7,013366501;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,34837402;;
9;1,743285217;;
10;0,960245439;;
11;19,61037868;;
12;5,369305298;;
13;8,184183854;;
14;7,418464467;;
15;5,3737106;;
16;3,077002059;;
17;1,000313617;;
18;6,903508939;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,346973307;;
9;1,872941641;;
10;4,601364507;;
11;19,65074326;;
12;19,5367321;;
13;19,48905869;;
14;1,763537046;;
15;1,717960216;;
16;1,57747953;;
17;1,116289677;;
18;6,933063434;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,140060957;;
9;0,589533481;;
10;0,865201595;;
11;1,447810802;;
12;1,210424907;;
13;1,269464591;;
14;1,164874903;;
15;0,92208844;;
16;0,67571906;;
17;0,408359897;;
18;7,157184459;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,204189853;;
9;0,610366211;;
10;2,458851282;;
11;1,976139182;;
12;8,996813027;;
13;4,407841364;;
14;3,606254635;;
15;2,274384668;;
16;3,28756043;;
17;0,822798039;;
18;7,597741045;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,410835901;;
9;1,737261057;;
10;4,278567437;;
11;4,118736591;;
12;3,004905181;;
13;4,378518588;;
14;3,90363582;;
15;1,716760975;;
16;1,713714082;;
17;0,749961761;;
18;7,812844107;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,48547453;;
9;1,303404963;;
10;3,654651011;;
11;5,355084362;;
12;3,522658926;;
13;1,305912695;;
14;1,190008375;;
15;3,810004462;;
16;0,628915491;;
17;0,565228105;;
18;7,981772728;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,071302761;;
9;0,793909087;;
10;1,447133308;;
11;1,610318453;;
12;1,266449778;;
13;1,323382982;;
14;2,996084425;;
15;0,956529901;;
16;3,265786335;;
17;17,77941529;;
18;8,229071874;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,34104299;;
9;19,41643542;;
10;20,57841125;;
11;20,84027526;;
12;20,58701707;;
13;20,48753782;;
14;20,77254156;;
15;20,90624593;;
16;20,61537123;;
17;18,35284338;;
18;8,811740871;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,37086855;;
9;19,30868881;;
10;20,60577121;;
11;20,81726121;;
12;20,66024808;;
13;20,69280131;;
14;21,11093645;;
15;21,1250898;;
16;20,55409907;;
17;18,39075199;;
18;9,180899298;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,17972007;;
9;19,71636347;;
10;5,589872526;;
11;20,86470014;;
12;20,68336521;;
13;10,80815896;;
14;9,644279778;;
15;20,84241735;;
16;20,43233702;;
17;18,31896703;;
18;9,452821662;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,73491524;;
9;2,124386519;;
10;4,040781419;;
11;4,609400704;;
12;4,66608992;;
13;4,283853186;;
14;9,187349562;;
15;20,80635812;;
16;2,995157268;;
17;18,10318503;;
18;9,341621019;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,89251466;;
9;19,52769228;;
10;20,40970159;;
11;20,76148769;;
12;20,60960086;;
13;20,70597984;;
14;20,94545833;;
15;21,10223255;;
16;20,55689733;;
17;18,29974092;;
18;9,368823465;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,91800208;;
9;20,2355512;;
10;21,06206698;;
11;21,27444976;;
12;21,24914954;;
13;21,25596542;;
14;21,39447232;;
15;21,44883857;;
16;20,94976771;;
17;18,87272719;;
18;10,08172619;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,184775673;;
9;1,64848825;;
10;2,203930163;;
11;1,853327188;;
12;1,773156497;;
13;2,049120949;;
14;1,221246701;;
15;0,998146078;;
16;2,081016535;;
17;0,878164135;;
18;0,023185766;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,494175707;;
9;20,02553756;;
10;20,95234482;;
11;20,52502571;;
12;21,01728245;;
13;20,97077388;;
14;20,99914718;;
15;21,22537769;;
16;20,68985866;;
17;18,52425651;;
18;9,932019723;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,409090448;;
9;1,576967619;;
10;1,201453197;;
11;2,406282803;;
12;2,53119874;;
13;4,518983586;;
14;10,59958855;;
15;21,30239104;;
16;20,64454415;;
17;18,64655014;;
18;10,28664307;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,10951735;;
9;20,25108123;;
10;21,12019727;;
11;20,91799481;;
12;8,232384963;;
13;20,96935491;;
14;7,40997844;;
15;20,99844365;;
16;20,57600166;;
17;18,42128081;;
18;10,3669564;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,0233171;;
9;19,83083168;;
10;20,89733517;;
11;21,04841114;;
12;20,92648023;;
13;20,76118025;;
14;20,81853283;;
15;21,02989391;;
16;20,47368157;;
17;18,51383007;;
18;10,61201048;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,764084236;;
9;2,019939854;;
10;4,527350916;;
11;21,38972753;;
12;21,10135592;;
13;21,16830823;;
14;21,28121981;;
15;21,42129039;;
16;4,627373666;;
17;2,10972707;;
18;10,80760648;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,397766861;;
9;1,021125936;;
10;1,792147745;;
11;5,583574378;;
12;7,514150836;;
13;21,00750306;;
14;21,23812663;;
15;21,35787604;;
16;20,94371221;;
17;18,8386115;;
18;10,79944819;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,85586518;;
9;20,77123716;;
10;21,43006141;;
11;21,8747369;;
12;21,74186261;;
13;21,59092492;;
14;21,4869326;;
15;21,3565304;;
16;20,86480446;;
17;18,83653376;;
18;11,15255763;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,19866579;;
9;20,73562329;;
10;21,29727701;;
11;6,037065583;;
12;12,02521531;;
13;21,04167416;;
14;20,98488811;;
15;21,01907822;;
16;4,042115573;;
17;1,880195466;;
18;0,214519195;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,853037961;;
9;20,34983698;;
10;21,47962082;;
11;21,49950874;;
12;21,31405764;;
13;21,25359461;;
14;21,3146997;;
15;21,22585082;;
16;20,77211327;;
17;18,78936176;;
18;11,50619139;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,775489821;;
9;2,445485869;;
10;3,13890278;;
11;21,92093031;;
12;21,87536913;;
13;21,78847841;;
14;21,85616787;;
15;21,89276073;;
16;21,3603547;;
17;19,2121348;;
18;11,77723179;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,557319137;;
9;1,697152444;;
10;2,450536796;;
11;21,43140145;;
12;21,23283168;;
13;21,65484847;;
14;21,69700592;;
15;21,92152312;;
16;21,24882324;;
17;19,11148384;;
18;11,59147354;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,487010333;;
9;1,495028279;;
10;1,665858841;;
11;4,489305634;;
12;8,480445682;;
13;21,71321376;;
14;21,84068439;;
15;21,89834084;;
16;21,3375063;;
17;19,2616597;;
18;11,84219319;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,750813371;;
9;1,689180654;;
10;3,823269863;;
11;21,69313968;;
12;21,04884155;;
13;21,65310802;;
14;21,80811695;;
15;21,79824022;;
16;21,24770625;;
17;19,11983573;;
18;11,8297047;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,35594128;;
9;20,83999704;;
10;21,96832948;;
11;22,08311977;;
12;21,91373722;;
13;21,60869021;;
14;21,85475532;;
15;21,94044182;;
16;21,3475106;;
17;19,36100739;;
18;12,0600933;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,655478195;;
9;2,028126265;;
10;4,158195065;;
11;21,90200851;;
12;21,70155812;;
13;21,75976485;;
14;21,86184279;;
15;21,94210852;;
16;21,33870374;;
17;19,28308955;;
18;12,12333593;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
